,PCCL3Ctrl_mean,PCCL3Ctrl_std,PCCL3Ctrl_n,PCCL3TSH0_mean,PCCL3TSH0_std,PCCL3TSH0_n,PCCL3TSH24_mean,PCCL3TSH24_std,PCCL3TSH24_n,PCCL3TSH48_mean,PCCL3TSH48_std,PCCL3TSH48_n,minuslog10_pvalue,fold_change,log2_fold_change
LBPA(39:12),2.1849133666158685e-05,9.610446141177408e-06,3,3.9685717791991715e-05,1.5894104416778502e-06,3,1.9309410321267087e-05,7.314824222654471e-06,3,3.436362603904928e-05,1.3050632950252587e-06,3,1.9597818433120586,0.8658940281529595,-0.20773762237552856
PG(34:1),0.0014782362309334913,8.082748996136342e-05,3,0.0015841056547688647,2.3593550228086115e-05,3,0.001273346254573836,3.353226838734711e-05,3,0.0016533411745731485,0.0001318243550310122,3,0.3755565165225209,1.0437063775360274,0.06171590036263182
PG(36:1),0.0001708960375974119,3.4151274125916626e-05,3,0.00015190711484273247,2.7812667914457148e-05,3,0.0002011703166552698,8.990808014527298e-06,3,0.00025045080584083605,3.670819067713994e-05,3,1.6835093848556075,1.6487101746361559,0.721337810925584
PG(34:2),7.785627057079344e-05,1.0981289066136583e-05,3,4.865650612559738e-05,2.1400558807761474e-06,3,9.906509066502204e-05,5.086166058096551e-06,3,0.00014990635525175095,1.1697693335581112e-05,3,3.9098697290263438,3.0809108008042463,1.6233569137631008
PG(34:1),0.0014782362309334913,8.082748996136342e-05,3,0.0015841056547688647,2.3593550228086115e-05,3,0.001273346254573836,3.353226838734711e-05,3,0.0016533411745731485,0.0001318243550310122,3,0.3755565165225209,1.0437063775360274,0.06171590036263182
PG(36:1),0.00021572310502237545,4.9003547780830534e-05,3,0.00017319767220070844,6.553535235914699e-06,3,0.0002806630626169552,1.218686243842008e-05,3,0.0003162921284297555,2.1817205776140598e-05,3,3.392421111204548,1.8261915671893296,0.8688381117283746
PG(32:1),3.546495792213765e-05,1.3481549924397759e-05,3,2.3356929669357106e-05,9.654893747078395e-07,3,7.320030697288296e-05,4.813588943024488e-06,3,6.640590395659529e-05,6.04406163677884e-06,3,3.584002771105188,2.843092174213114,1.5074608725379564
PG(34:2),7.785627057079344e-05,1.0981289066136583e-05,3,4.865650612559738e-05,2.1400558807761474e-06,3,9.906509066502204e-05,5.086166058096551e-06,3,0.00014990635525175095,1.1697693335581112e-05,3,3.9098697290263438,3.0809108008042463,1.6233569137631008
PG(38:1),1.7493523100230097e-05,1.2191249569732478e-06,3,1.3348992720229127e-05,1.267485124878741e-07,3,1.5662220478688034e-05,4.082127280896702e-06,3,2.0537127976526793e-05,4.739765520014259e-06,3,1.2332773490275608,1.5384777268928114,0.6215035573965875
PG(34:0),4.689401497341513e-05,2.9399014978889203e-05,3,2.0468254377490258e-05,2.2439381359891805e-07,3,0.00021170136239612335,5.1828930363820956e-05,3,7.570666575968952e-05,1.5217659798258708e-05,3,2.485403534453579,3.698735825901554,1.8870322628106888
PGEX(36:2),0.0001708960375974119,3.4151274125916626e-05,3,0.00015190711484273247,2.7812667914457148e-05,3,0.0002011703166552698,8.990808014527298e-06,3,0.00025045080584083605,3.670819067713994e-05,3,1.6835093848556075,1.6487101746361559,0.721337810925584
