Lipid identifier	01PCCL3Ctrl	02PCCL3Ctrl	03PCCL3Ctrl	04PCCL3TSH0	05PCCL3TSH0	06PCCL3TSH0	07PCCL3TSH24h	08PCCL3TSH24h	09PCCL3TSH24h	10PCCL3TSH48h	11PCCL3TSH48h	12PCCL3TSH48h	13Blank	14BlankStdrmix
TGOTheo_83:20_NH4 1	0	0	0	0	0	0	0	0	0	0	0	223123.03125	0	0
TGOTheo_84:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	38198.02294921875	0
TGOTheo_85:20_NH4 1	561894.3125	399267.9345703125	0	0	0	0	0	0	0	361980.421875	0	512032.609375	0	0
TGOTheo_85:21_NH4 1	0	0	0	0	0	0	0	0	0	0	0	428455.59375	0	0
TGOTheo_86:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	66899.8564453125
TGOTheo_86:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	62508.2919921875
TGOTheo_87:2_NH4 1	2338526.109375	2293622.171875	802902.2265625	1221630.23046875	609495.6875	773477.359375	947206.578125	933694.015625	1524375.625	616981.33203125	802757.421875	983155.4921875	724949.26953125	712124.478515625
TGTheo_67:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	146668.13525390625
TGTheo_68:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	109808.30859375	0
TGTheo_68:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	269494.9326171875	261278.822265625	0
TGTheo_69:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	90296.54296875	116773.638671875
TGTheo_69:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	257233.7783203125	241673.7734375
TGTheo_70:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	102462.537109375	0
TGTheo_70:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	51026.06591796875	0
TGTheo_71:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	130484.59765625	0
TGTheo_71:1_NH4 1	0	0	0	366089.12109375	0	0	0	0	0	0	0	0	265437.869140625	273967.390625
TGTheo_71:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	78130.29541015625
TGTheo_72:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	126028.36181640625
TGTheo_72:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	139277.6259765625	196499.689453125
TGTheo_72:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	86220.8046875	58632.5830078125
TGTheo_73:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	51991.9296875	0
TGTheo_73:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	123259.23828125	137027.25610351562
TGTheo_73:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	71040.2060546875	66348.7392578125
TGTheo_74:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	81478.7255859375	105061.84521484375
TGTheo_74:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	194042.947265625	181349.8701171875
TGTheo_75:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	83550.056640625
TGTheo_75:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	191909.57421875	184551.76171875
TGTheo_75:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	104799.6484375	0
TGTheo_76:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	80043.0009765625	0
TGTheo_77:15_NH4 1	0	1370180.96875	0	0	0	1015258.8125	0	0	0	0	0	0	0	0
TGTheo_77:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	186017.90234375	200238.458984375
TGTheo_78:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	78774.814453125	81342.54638671875
TGTheo_78:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	161357.55859375	0
TGTheo_78:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	90834.322265625
TGTheo_79:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	103813.9306640625
TGTheo_80:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	176887.53588867188	120509.6513671875
TGTheo_80:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	67263.224609375	0
TGTheo_81:19_NH4 1	0	0	0	0	0	0	2195684.21875	2139055.609375	1779432.03125	0	0	590051.22265625	0	0
TGTheo_81:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	98536.2275390625
TGTheo_81:20_NH4 1	0	0	0	841384.6484375	957326.421875	0	0	0	0	0	0	0	0	0
TGTheo_81:21_NH4 1	0	0	0	0	0	0	0	381357.4921875	0	0	0	0	0	0
TGTheo_81:22_NH4 1	566393.19921875	1032989.7890625	678446.73828125	1020494.296875	987200.28515625	1062925.98046875	644436.40625	507864.3125	735475.4609375	403779.37109375	0	390432.47265625	799286.5625	1040976.6171875
TGTheo_83:19_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	199188.8681640625	300794.896484375
TGTheo_83:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	132153.8818359375	114326.45703125
TGTheo_83:20_NH4 1	3021767.46875	2688016.96875	2392768.0625	2185217.546875	2218956.34375	0	0	0	3883926.375	0	2025928.078125	0	0	0
TGTheo_83:21_NH4 1	0	0	0	0	625109.578125	0	1095025.46875	0	1566837.375	0	0	1439753.296875	0	0
TGTheo_84:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	70146.353515625	88493.990234375
TGTheo_85:19_NH4 1	0	0	0	873873.8046875	920788.54296875	774876.00390625	822866.203125	776144.5859375	618436.10546875	0	0	0	885919.421875	857240.75
TGTheo_85:20_NH4 1	1549891.078125	1231988.015625	969754.578125	0	1233831.84375	0	1294175.796875	1351045.453125	1516504.15625	624962.87890625	1378515.0859375	0	0	0
TGTheo_85:21_NH4 1	2073418.5625	0	1824566.203125	1803981.765625	1807233.796875	0	1612222.921875	1923826.65625	2114412.765625	0	2146266.1875	2325558.65625	0	0
TGTheo_86:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	44206.69384765625	0
TGTheo_86:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	233130.294921875	165585.6796875
TGTheo_87:0_NH4 1	929679.0546875	828948.45703125	0	346696.29296875	0	0	335281.701171875	0	965019.91796875	0	0	0	361319.66015625	345156.0673828125
TGTheo_87:20_NH4 1	0	281537.705078125	0	0	0	0	0	0	0	0	0	0	0	0
TGTheo_87:21_NH4 1	0	0	508550.78125	662030.7421875	724577.515625	544558.767578125	529717.9765625	0	0	423994.66015625	758316.59375	819454.625	0	0
TGTheo_87:22_NH4 1	0	0	0	0	895415.03125	588353.515625	0	0	0	0	0	0	0	0
TGTheo_88:0_NH4 1	754320.28125	745672.9609375	0	0	428285.1044921875	0	450957.037109375	0	1251485.7109375	0	383601.728515625	332245.890625	285993.3369140625	294065.697265625
TGTheo_89:0_NH4 1	0	494105.6953125	0	657792.6015625	608183.8125	536494.32421875	407312.9296875	0	860797.63671875	270648.796875	433851.4375	497512.88671875	329207.3671875	396967.08984375
TGdOTheo_36:3_NH4 1	0	0	0	0	366832.4609375	369335.0078125	0	308230.7509765625	0	0	0	331360.80078125	0	0
TGdOTheo_38:3_NH4 1	347808.876953125	0	418058.4609375	0	307168.9453125	457417.7421875	0	361030.3515625	0	350704.52734375	418073.625	467357.859375	0	0
TGdOTheo_39:3_NH4 1	0	262623.02734375	0	0	0	0	0	0	0	0	0	0	0	0
TGdOTheo_40:6_NH4 1	384972.91650390625	330837.20703125	0	0	0	0	0	0	0	0	0	0	0	0
TGdOTheo_41:1_NH4 1	0	434681.0234375	0	0	0	0	391816.806640625	0	0	0	0	0	382459.5546875	0
TGdOTheo_41:2_NH4 1	0	0	640658.81640625	0	688467.3984375	0	696587.85546875	0	0	0	0	0	0	622251.07421875
TGdOTheo_42:3_NH4 1	0	0	0	0	0	361674.8828125	0	0	0	0	0	307544.89453125	0	358633.69140625
TGdOTheo_43:2_NH4 1	0	0	0	0	0	360485.95703125	0	0	0	0	283299.283203125	0	0	0
TGdOTheo_43:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	57692.1064453125	0
TGdOTheo_44:1_NH4 1	303283.18359375	369299.55078125	0	0	285169.478515625	0	0	0	520562.84765625	0	0	337994.794921875	0	402162.9912109375
TGdOTheo_44:2_NH4 1	0	555122.875	0	0	603237.00390625	0	0	0	626764.615234375	0	0	0	0	0
TGdOTheo_44:3_NH4 1	0	0	0	0	0	0	0	0	0	217646.75390625	230348.71875	381130.83984375	316783.64453125	0
TGdOTheo_45:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	163859.8076171875	0
TGdOTheo_45:2_NH4 1	0	0	0	0	668801.666015625	0	0	0	0	0	0	0	0	0
TGdOTheo_45:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	193517.3125	0	0
TGdOTheo_46:12_NH4 1	0	0	0	0	295892.9921875	0	0	0	0	0	0	0	0	0
TGdOTheo_46:2_NH4 1	0	427663.34375	0	0	0	0	0	0	0	0	0	0	300216.1982421875	367628.466796875
TGdOTheo_46:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	81930.8544921875
TGdOTheo_47:1_NH4 1	0	355669.166015625	289114.0634765625	430466.4228515625	301597.802734375	0	0	323475.65234375	421719.3095703125	312265.5126953125	349158.9045410156	408337.953125	0	0
TGdOTheo_47:2_NH4 1	0	439409.953125	0	536775.84375	470965.3984375	422092.2255859375	0	479164.703125	586638.287109375	328125.04296875	0	0	0	404755.88671875
TGdOTheo_47:3_NH4 1	0	0	400747.4375	0	0	0	0	0	0	285167.669921875	349574.5703125	0	238168.0966796875	0
TGdOTheo_48:2_NH4 1	0	668088.2021484375	602003.376953125	627430.935546875	519806.798828125	720404.75390625	0	650258.2890625	0	0	0	456398.216796875	0	0
TGdOTheo_48:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	145617.29296875	172172.986328125
TGdOTheo_49:2_NH4 1	280309.140625	290619.07763671875	0	0	0	0	369058.501953125	0	0	173249.005859375	0	0	251534.2431640625	0
TGdOTheo_50:1_NH4 1	0	327708.75390625	0	359001.505859375	407478.373046875	375718.9296875	0	0	0	0	0	0	318593.6484375	321205.7548828125
TGdOTheo_50:2_NH4 1	0	318516.3671875	376208.4609375	393159.423828125	431677.078125	0	0	441276.5302734375	428148.052734375	0	342539.4453125	0	0	362871.06640625
TGdOTheo_50:3_NH4 1	0	0	0	0	0	0	226301.6005859375	0	0	0	0	0	0	204454.89453125
TGdOTheo_51:13_NH4 1	35292799.375	23882272.25	34338002.75	29808032.25	29200497.125	31057749.25	23136390.75	24340786.375	30618193.0	22812587.6875	25201094.625	26003118.0	0	0
TGdOTheo_51:2_NH4 1	444396.9697265625	557540.09765625	490810.828125	695928.52734375	551659.5478515625	515137.1552734375	402047.734375	0	0	516270.671875	493847.63671875	473940.3037109375	507116.8369140625	518926.62890625
TGdOTheo_51:3_NH4 1	0	0	0	0	0	0	0	0	0	197936.3359375	0	0	143906.951171875	132105.3896484375
TGdOTheo_52:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	132998.95703125	0
TGdOTheo_53:1_NH4 1	0	0	0	0	414833.171875	393723.2109375	0	0	0	0	0	214773.388671875	332718.4765625	319576.20166015625
TGdOTheo_53:2_NH4 1	0	388512.07421875	0	413640.8515625	0	0	389700.9697265625	433536.0888671875	0	0	397508.21533203125	490180.779296875	257798.666015625	521859.798828125
TGdOTheo_53:3_NH4 1	0	328502.61328125	0	0	0	0	314079.798828125	0	0	0	423256.28515625	193379.017578125	0	0
TGdOTheo_54:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	461719.51171875
TGdOTheo_54:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	116737.103515625	0
TGdOTheo_55:2_NH4 1	0	0	0	0	0	0	262280.548828125	0	0	0	0	0	194178.66845703125	181533.79736328125
TGdOTheo_55:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	50570.037109375	0
TGdOTheo_56:14_NH4 1	10796030.03125	6554265.4375	10354081.0625	9132316.46875	9026854.0	9312264.71875	7570751.5	7514219.5625	9453057.78125	5429947.921875	6070587.125	5845172.015625	0	0
TGdOTheo_56:1_NH4 1	0	0	0	0	0	286543.10546875	0	0	0	0	0	0	318569.6796875	327219.7587890625
TGdOTheo_56:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	315745.869140625
TGdOTheo_56:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	129631.9501953125	0
TGdOTheo_57:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	72228.04736328125
TGdOTheo_57:2_NH4 1	0	366013.01171875	299891.638671875	514349.5478515625	412266.1806640625	435157.45703125	426885.326171875	487764.2060546875	0	0	299810.7041015625	0	340353.986328125	321288.9296875
TGdOTheo_57:3_NH4 1	0	248489.525390625	0	298325.8203125	0	0	0	0	0	0	0	0	0	0
TGdOTheo_59:1_NH4 1	0	0	0	0	0	0	0	263586.84619140625	0	216458.78759765625	0	0	300266.9362792969	219073.86328125
TGdOTheo_59:2_NH4 1	0	0	0	0	0	0	0	0	365647.732421875	0	0	276354.052734375	299821.15625	241755.26171875
TGdOTheo_59:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	168473.849609375
TGdOTheo_60:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	78001.6708984375	65423.12451171875
TGdOTheo_60:2_NH4 1	0	0	0	0	445224.82666015625	0	353423.17529296875	320590.99951171875	0	235858.1708984375	354742.0166015625	331244.029296875	366166.357421875	299421.79736328125
TGdOTheo_60:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	100046.44921875	0
TGdOTheo_61:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	163785.28125
TGdOTheo_61:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	33601.700439453125	69075.30078125
TGdOTheo_62:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	232213.06640625	0
TGdOTheo_62:2_NH4 1	0	257524.8935546875	0	0	0	0	0	0	0	0	0	249073.69921875	288389.9375	224173.26171875
TGdOTheo_62:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	126598.80078125	133088.8017578125
TGdOTheo_63:2_NH4 1	0	312362.32568359375	0	0	0	0	0	0	0	0	325157.408203125	180425.4443359375	0	366678.705078125
TGdOTheo_63:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	114168.453125
TGdOTheo_64:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	134741.85766601562	126825.142578125
TGdOTheo_65:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	193129.9072265625	242591.6240234375
TGdOTheo_65:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	273118.765625	200653.732421875
TGdOTheo_65:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	157689.34375	107537.146484375
TGdOTheo_66:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	61145.95068359375	0
TGdOTheo_66:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	284104.2099609375	253844.78125
TGdOTheo_66:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	78268.3232421875
TGdOTheo_67:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	127071.21728515625	95421.75390625
TGdOTheo_68:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	172068.76611328125	0
TGdOTheo_68:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	188972.5771484375	238898.5302734375
TGdOTheo_68:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	107500.16015625	0
TGdOTheo_69:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	34382.87451171875
TGdOTheo_69:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	225894.06640625	193770.748046875
TGdOTheo_69:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	80955.69555664062	142783.7861328125
TGdOTheo_70:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	59504.60888671875
TGdOTheo_71:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	149793.68310546875
TGdOTheo_71:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	208724.87109375	0
TGdOTheo_71:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	67979.544921875	0
TGdOTheo_72:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	157649.87109375	175186.55859375
TGdOTheo_72:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	74125.93505859375	71570.24047851562
TGdOTheo_73:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	69603.32543945312
TGdOTheo_74:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	120054.5771484375
TGdOTheo_74:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	158207.734375
TGdOTheo_74:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	91762.4560546875	0
TGdOTheo_75:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	155742.04296875	124503.77392578125
TGdOTheo_75:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	53489.197265625	66898.72314453125
TGdOTheo_76:22_NH4 1	0	0	0	0	0	0	0	398096.73828125	0	0	0	0	0	0
TGdOTheo_76:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	59103.169921875	0
TGdOTheo_77:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	62190.36572265625
TGdOTheo_77:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	109375.69091796875	108958.060546875
TGdOTheo_77:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	89521.896484375
TGdOTheo_80:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	42026.9638671875
TGdOTheo_80:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	109574.27807617188
TGdOTheo_81:22_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	180029.28125	0
TGdOTheo_81:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	75290.673828125	0
TGdOTheo_82:22_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	135201.2744140625
TGdOTheo_83:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	79961.1552734375	0
TGdOTheo_84:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	60902.341796875	0
TGdOTheo_84:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	35535.197265625	0
TGdOTheo_85:22_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	83525.849609375	0
TGdOTheo_86:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	52082.596435546875	0
TGdOTheo_87:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	32702.0625	0
TGtOTheo_41:3_NH4 1	0	0	0	0	719448.478515625	0	0	0	0	0	0	0	0	0
TGtOTheo_42:3_NH4 1	509109.48046875	483385.1259765625	501127.71435546875	597171.732421875	0	0	0	570404.74609375	447265.921875	0	469802.2265625	529334.5078125	444528.384765625	0
TGtOTheo_43:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	132243.88232421875
TGtOTheo_44:3_NH4 1	350218.82763671875	477477.66015625	378050.236328125	506118.7041015625	417367.8623046875	493082.8994140625	527750.29296875	0	607439.2265625	413194.94970703125	0	362615.287109375	402397.2802734375	0
TGtOTheo_45:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	239619.1494140625	168880.1533203125
TGtOTheo_45:3_NH4 1	303900.5517578125	490605.486328125	0	489684.796875	512437.5078125	341681.2099609375	348669.35546875	343209.427734375	538803.04296875	0	313619.9921875	0	368860.0078125	460415.814453125
TGtOTheo_46:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	83996.09838867188	0
TGtOTheo_47:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	151461.3720703125
TGtOTheo_47:3_NH4 1	302446.0849609375	359537.83984375	329928.8125	509304.2490234375	398230.0974121094	450469.26171875	0	396269.3818359375	437105.240234375	341943.48046875	320730.359375	322446.798828125	334258.125	331263.74609375
TGtOTheo_48:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	243839.67431640625	244167.5537109375
TGtOTheo_48:3_NH4 1	0	388778.7060546875	386581.4189453125	511249.734375	0	471152.611328125	400293.32421875	406862.42578125	411356.5390625	0	453230.3203125	350378.783203125	320171.1923828125	395224.083984375
TGtOTheo_49:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	83754.755859375
TGtOTheo_50:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	80074.56640625	128740.43994140625
TGtOTheo_50:3_NH4 1	0	0	0	460786.71875	401292.685546875	481671.302734375	365924.22265625	439571.6982421875	0	274570.021484375	349338.8115234375	512443.517578125	361336.251953125	0
TGtOTheo_51:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	188574.83447265625	221212.341796875
TGtOTheo_51:3_NH4 1	0	0	258512.2998046875	0	0	425325.7109375	383582.0107421875	315761.4794921875	434923.70654296875	0	0	300934.7265625	314211.529296875	296471.49609375
TGtOTheo_52:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	67175.7275390625
TGtOTheo_53:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	130661.705078125
TGtOTheo_53:3_NH4 1	0	0	343414.1015625	366986.05078125	501145.3154296875	398598.0498046875	294890.3662109375	404730.8818359375	0	221218.58203125	300935.35546875	292524.0625	364050.9287109375	306350.2802734375
TGtOTheo_54:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	147286.826171875	0
TGtOTheo_54:3_NH4 1	0	0	433659.0400390625	0	0	0	0	0	0	0	373428.048828125	0	313894.86328125	411445.5751953125
TGtOTheo_55:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	43246.08349609375	83955.369140625
TGtOTheo_56:3_NH4 1	0	317147.0263671875	308047.654296875	363279.7275390625	0	407875.580078125	0	424869.59228515625	0	238116.98583984375	0	421192.328125	326896.185546875	290601.16015625
TGtOTheo_57:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	184551.5908203125	207419.677734375
TGtOTheo_57:3_NH4 1	0	0	0	347787.6953125	0	0	0	334248.7685546875	0	0	0	0	315451.720703125	304194.44921875
TGtOTheo_58:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	47013.91748046875	0
TGtOTheo_59:3_NH4 1	0	317229.8720703125	0	0	0	0	320515.79296875	343926.7841796875	0	0	0	0	359853.9599609375	245779.41015625
TGtOTheo_60:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	157689.93359375	188153.166015625
TGtOTheo_60:3_NH4 1	0	333106.328125	347051.97265625	0	299240.6259765625	351619.0478515625	0	0	0	201954.29296875	289178.55322265625	0	254085.6396484375	319167.55078125
TGtOTheo_61:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	57630.510986328125	0
TGtOTheo_62:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	120976.845703125	54090.41943359375
TGtOTheo_62:3_NH4 1	0	0	0	0	0	0	0	280375.88671875	0	204144.396484375	0	0	307347.13671875	234704.40185546875
TGtOTheo_63:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	134217.67431640625	120072.23046875
TGtOTheo_63:3_NH4 1	0	0	0	0	0	0	0	314760.640625	0	0	0	0	212975.59375	0
TGtOTheo_65:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	273923.3515625	217179.8115234375
TGtOTheo_66:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	193194.34765625	267910.4951171875
TGtOTheo_68:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	79225.029296875	0
TGtOTheo_68:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	206207.33349609375	208458.4462890625
TGtOTheo_69:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	139185.857421875
TGtOTheo_69:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	185699.58154296875	188029.552734375
TGtOTheo_70:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	52051.39794921875	0
TGtOTheo_71:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	158298.1669921875
TGtOTheo_72:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	59099.14501953125	0
TGtOTheo_72:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	153797.8984375	141499.80615234375
TGtOTheo_74:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	166461.8876953125	194217.5869140625
TGtOTheo_75:22_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	351494.2109375
TGtOTheo_75:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	113626.3505859375
TGtOTheo_77:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	84391.97900390625	90419.23876953125
TGtOTheo_80:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	61439.85302734375
TGtOTheo_83:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	45225.34765625	0
TGtOTheo_84:22_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	210085.9189453125
TGtOTheo_84:3_NH4 1	576627.625	467607.7421875	0	0	0	0	0	0	407408.08203125	0	0	197829.138671875	206012.9296875	0
TGtOTheo_85:3_NH4 1	2037836.9375	1731101.375	0	0	399149.392578125	0	649774.3828125	495883.5625	2066051.125	401592.16015625	0	426506.6953125	779169.2265625	754356.203125
TGtOTheo_86:3_NH4 1	1552347.34375	1696373.859375	532392.4296875	790080.2734375	874884.578125	846999.4375	917097.8046875	640404.36328125	2826614.328125	570192.3984375	869314.5625	932653.1484375	629282.3203125	574386.66015625
TGtOTheo_87:22_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	151415.77880859375	0
TGtOTheo_87:3_NH4 1	829892.5859375	1062136.34375	588884.7890625	1016422.4140625	970699.375	1126567.453125	918530.40625	869280.65625	1669023.109375	716892.9296875	916437.40625	1109223.90625	605313.90234375	739464.75
TGtOTheo_90:22_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	108711.37109375	0
1050003_19:3_H 1	0	277469.7216796875	0	0	0	0	0	0	337019.91796875	0	0	0	0	0
1050012_14:0_H 1	765992.29296875	0	0	669732.0207519531	0	0	1829770.7215576172	1119656.0561523438	4218681.59375	0	664726.0625	487303.7744140625	0	0
1050012_14:0_H 2	0	0	0	0	0	0	0	0	560911.8955078125	0	0	0	0	0
1050014_14:1_H 1	4824335.301513672	11482794.0	3386262.486328125	12235795.140625	11750023.3984375	11932447.41015625	5577442.03515625	3834810.84375	2915155.2109375	2591158.5703125	4960505.14453125	3054212.353515625	0	3391212.64453125
1050016_15:0_H 1	0	0	0	0	0	0	0	0	537149.794921875	0	0	0	0	0
1050018_16:0_H 1	138133881.875	107261277.6875	137798452.0	125780762.9375	108279079.6875	101283822.8125	155240891.75	146651636.5	311390814.25	79156799.0625	107007873.6875	95807594.5	0	0
1050021_16:1_H 1	20674478.5	14035429.375	15589806.625	19711328.625	15656014.625	13934718.875	33577565.75	31772442.25	77215702.0	23578555.0	32944373.5	31657543.75	0	0
1050024_17:0_H 1	11402185.76171875	15726819.75	8576485.888671875	18750745.79296875	16691449.93359375	15501150.0	13088134.453125	10693677.4375	26971035.359375	7967960.3125	12286311.16796875	12224089.65234375	0	3888493.0
