Lipid identifier	01PCCL3Ctrl	02PCCL3Ctrl	03PCCL3Ctrl	04PCCL3TSH0	05PCCL3TSH0	06PCCL3TSH0	07PCCL3TSH24h	08PCCL3TSH24h	09PCCL3TSH24h	10PCCL3TSH48h	11PCCL3TSH48h	12PCCL3TSH48h	13Blank	14BlankStdrmix
1050026_18:0_H 1	57516846.9375	43783144.75	60043938.4375	58423960.84375	52683451.59375	47919145.375	51784223.78125	46271188.46875	104314521.25	31560599.125	44293814.59375	40703500.875	0	0
1050034_18:2_H 1	4900497.96875	4667457.734375	5050712.15625	7102194.375	5860823.90625	4601282.046875	4142118.4375	3897909.8125	10362858.0	4139074.1875	7060476.8125	6518696.46875	0	0
1050038_18:3_H 1	2805743.5703125	1996326.5234375	2840507.96875	1733670.0625	1395247.3359375	1237470.5234375	2004556.25	1985817.37890625	5036607.80078125	1188525.2890625	1603772.5234375	1475826.935546875	0	0
1050040_18:4_H 1	0	0	0	0	0	0	0	0	996215.80859375	0	0	0	0	0
1050045_20:0_H 1	2939367.15625	1960317.28125	2848353.46875	2168350.828125	2204212.9375	1758109.28125	2169495.59375	2297141.6845703125	5398793.259765625	1138582.8515625	1563630.267578125	1608458.640625	0	0
1050047_20:1_H 1	7099986.765625	5943958.4375	7453318.31640625	7917977.841796875	6660089.88671875	5398834.96484375	7233708.69140625	6877087.171875	15946148.46875	6330598.8984375	9636388.6953125	8298899.90625	0	0
1050048_20:4_H 1	1015013.03125	688426.74609375	726391.8759765625	2981100.765625	1882282.6796875	2411287.9453125	436671.11474609375	674043.28515625	1564707.8828125	499000.546875	715228.83984375	879410.60546875	0	0
1050050_20:5_H 1	487679.779296875	0	0	0	0	0	0	0	0	0	0	0	0	0
1050056_22:6_H 1	0	0	0	1080725.16796875	0	0	0	0	732354.466796875	0	0	0	0	0
1050132_20:2_H 1	1757883.8671875	1601013.90625	1508850.890625	3435910.703125	2978412.0546875	2884748.9375	1564303.2890625	1553546.6015625	3583953.5	1617148.3984375	2258782.015625	1999483.28125	0	0
1050133_20:3_H 1	3135617.875	1558910.9192708333	2580200.625	6153980.6318359375	0	5683455.90625	3056216.859375	3018466.046875	6493507.875	1532639.9453125	2195822.33203125	2305492.78125	0	0
1050135_22:2_H 1	0	0	0	0	0	0	0	0	0	221489.8740234375	0	239112.34423828125	0	0
1060028_16:1_H 1	3897616.65625	3088466.8125	4104234.5	4744177.28125	4342479.69140625	4264248.4375	2317696.703125	2337399.6015625	4901401.412109375	1238817.490234375	1532335.1796875	1492742.8051757812	0	0
1060043_25:1_H 1	11402185.76171875	15726819.75	8576485.888671875	18750745.79296875	16691449.93359375	15501150.0	13088134.453125	10693677.4375	26971035.359375	7967960.3125	12286311.16796875	12224089.65234375	0	3888493.0
1070004_16:1_H 1	3897616.65625	3088466.8125	4104234.5	4744177.28125	4342479.69140625	4264248.4375	2317696.703125	2337399.6015625	4901401.412109375	1238817.490234375	1532335.1796875	1492742.8051757812	0	0
1070012_18:1_H 1	406053.0012207031	0	0	0	698791.119140625	0	0	0	0	0	0	0	0	0
EX1050029_18:1_H 1	56737858.8125	42368307.53125	49180085.0	61544919.59375	52684723.5	49283507.625	53726820.5	50656896.3125	107832835.0	48095986.03125	66648437.25	64773783.4375	0	0
IS1050002_17:1_H 1	0	0	0	0	0	0	0	0	749572.70703125	0	0	0	0	0
LPCOTheo_16:2_H 1	0	0	0	0	0	0	0	0	635998.87890625	0	0	0	0	0
1010001_25:0_H 1	0	209888.03125	0	0	0	0	0	0	420727.810546875	0	0	0	0	0
1010003_37:4_H 1	2915477.34375	2345185.890625	2772280.25	3276664.1875	3048678.40625	3872351.5	1848134.609375	2167990.375	3402767.5	1675647.40625	1972925.15625	2257014.765625	0	0
1010006_36:0_H 1	0	0	0	0	0	0	0	0	9947396.21875	0	0	0	0	0
1010006_36:0_H 2	1020245.65625	780340.6943359375	930902.90625	789849.8095703125	730716.37109375	0	0	725630.9248046875	1040674.5546875	0	676206.2890625	0	0	0
1010388_26:0_H 1	339077.06640625	0	0	0	326579.2548828125	0	653203.029296875	414496.74560546875	1319979.2900390625	182690.095703125	0	0	0	0
1010390_28:0_H 1	13882572.25	5781411.625	7383553.359375	8216879.265625	8016152.9375	7954918.34375	25152084.90625	21464757.84375	45891215.1875	5509712.125	8076162.796875	7887932.140625	0	0
1010392_28:1_H 1	1038277.390625	0	341840.640625	566835.2890625	506743.17578125	582443.9765625	3017381.625	2442336.3125	4645445.3125	775276.4140625	1041830.4140625	1077091.890625	0	0
1010394_29:0_H 1	1812617.65234375	1034703.8984375	1267900.744140625	1114839.046875	1129076.177734375	1069497.546875	1983911.30859375	1844333.021484375	3550794.26953125	473064.23876953125	715184.7119140625	797014.7216796875	0	0
1010395_30:0_H 1	84217404.0	49680341.125	63692575.125	56656232.0	57923676.375	53932993.5	104568682.75	92636360.0	192195828.0	34797098.8125	53651374.25	50353185.625	0	0
1010396_31:0_H 1	4764599.3515625	2873424.015625	3969032.3046875	2114280.5390625	2046797.3359375	1764236.498046875	3009186.2265625	3062848.625	5148810.359375	696550.115234375	905923.0859375	977678.2822265625	0	0
1010397_32:0_H 1	0	0	0	0	0	0	0	192906413.75	389513169.0	0	0	0	0	0
1010397_32:0_H 2	0	443558.49267578125	549608.7724609375	521533.7138671875	428755.279296875	0	0	0	0	436405.1875	684191.9067382812	455922.28662109375	0	0
1010399_33:0_H 1	1868345.69140625	1558494.91015625	1807976.26171875	1133393.671875	1232564.4609375	1168294.025390625	1647760.23828125	1331386.02734375	2667066.234375	536558.3544921875	768592.3188476562	810957.9306640625	0	0
1010400_34:0_H 2	1445181.736328125	1112608.576171875	1305033.19921875	1258225.318359375	1279802.5078125	1319806.3916015625	1047733.1328125	1182065.4326171875	1891636.2109375	598304.765625	1052681.234375	916429.484375	0	0
1010407_22:0_H 1	498986.41796875	644078.3203125	298890.58203125	898283.6640625	886897.9907226562	780066.8203125	619308.275390625	449301.1328125	967852.4765625	429958.4833984375	619041.6875	587361.28125	0	0
1010440_30:1_H 1	78543514.0	38636621.59375	46214241.5	54051239.25	51601340.5	50915109.90625	145099970.0	137664056.0	231366549.5	66927803.5	90666620.5	86979908.625	0	0
1010490_32:1_H 1	1796478904.0	1194255192.0	1343654204.0	1180154640.0	1191355256.0	1165077236.0	2312959568.0	2134677632.0	3545678912.0	1398765644.0	1866386192.0	1790227040.0	0	0
1010494_32:2_H 1	153090640.0	80295907.0	88681737.0	97567316.0	99833435.0	98943421.0	278950288.0	252345248.0	424279456.0	189971316.0	252600089.625	246649705.0	0	0
1010497_32:3_H 1	2703274.3984375	1227533.125	1074769.9775390625	2306111.234375	2661299.40625	2837387.84375	4043082.0625	4508777.25	6917258.3046875	2250889.328125	3094603.125	2950990.625	0	0
1010499_32:4_H 1	735011.32421875	353159.2995605469	506282.0859375	511557.41796875	398794.328125	514260.5546875	1119473.875	1124270.44140625	1326832.203125	819087.5078125	925693.6376953125	830458.9755859375	0	0
1010506_34:4_H 1	11538945.5	8681892.40625	9707039.171875	8145285.03125	8726581.96875	8354673.4375	14485363.9921875	13666907.0	17261679.375	12912787.5234375	13687575.734375	13855463.5703125	0	0
1010508_34:5_H 1	758762.978515625	549372.55859375	0	527168.4921875	394946.8828125	433625.6904296875	1216721.3671875	1135442.7265625	1083296.32421875	824491.171875	840410.4296875	999432.23046875	0	0
1010512_36:6_H 1	3312966.53125	2719022.84375	2864367.9375	2119894.390625	2039979.78125	2240101.59375	2235753.5625	2495420.65625	4343136.5625	1081553.109375	1498921.90625	1283750.2265625	0	0
1010516_38:1_H 1	279884885.0	257560661.0	268488768.0	286422393.0	286402728.0	295768649.0	208149229.5	208960958.5	335109692.0	145063760.5	192323561.5	186678243.0	0	0
1010541_33:1_H 1	65227126.125	51977994.625	56390595.125	36035475.1875	36131559.25	36567269.0625	41637969.0	43604473.125	62995510.375	20232786.875	27846882.375	26575303.1875	0	0
1010543_33:2_H 1	9995330.375	6905055.8125	7772953.25	5853189.8125	5825739.0	6051900.6875	11025920.0	10967648.625	17501684.75	5479404.03125	7722441.75	7126939.75	0	0
1010585_34:2_H 1	831482416.0	651611421.5	687339572.5	763310892.0	770234386.0	770590184.0	889223968.0	856062895.0	1397147920.0	820479960.0	1044762234.0	1036487184.0	0	0
1010598_34:3_H 1	75023887.5	51457876.5	56118963.5	61574628.5	62061093.0	64528648.0	83809996.0	81928128.0	148440198.0	85460555.0	115628888.0	112666541.0	0	0
1010622_36:3_H 1	331423104.0	289570104.0	329358244.0	422945768.0	425054804.0	448823848.0	272242504.0	274678264.0	465698280.0	266877172.0	368634614.0	342943061.75	0	0
1010629_36:4_H 1	114922552.0	93887573.0	105138265.0	145377643.1875	138926258.0	148687280.0	88602060.0	90598005.0	148307972.0	56367024.5	70118765.0	68461611.0	0	0
1010633_36:5_H 1	41406007.0	33908509.0	41326703.0	23707845.0	23876973.359375	27001747.625	18471057.5	21597194.75	32083284.5	10535589.46875	13097052.125	12301199.375	0	0
1010642_38:4_H 1	118630098.25	104564343.625	114145318.625	188514417.0	170410838.0	181819932.25	92312334.0	91269621.0	153840310.0	69739232.0	92008481.0	88168737.0	0	0
1010645_38:5_H 1	70414719.0	58935838.0	67408544.875	75671293.0	73363817.0	78925555.0	42817069.0625	43533836.5	69026006.0	29607265.5	37418463.5	35799523.09375	0	0
1010650_38:6_H 1	49527790.21875	42405176.0	47419902.21875	60992418.0	63354478.5	65014440.0	32595398.4375	33045182.5	54672872.0	16077028.8203125	20224395.5	19935479.6875	0	0
1010656_39:5_H 1	1050091.0625	819266.765625	950540.015625	1355944.3125	1205141.328125	1270100.1796875	601769.818359375	0	1125432.859375	0	509390.90625	0	0	0
1010659_40:1_H 1	103358361.0	93833726.25	99504092.75	103961933.25	108010445.0	104311511.5	71063582.75	70633879.0	121032681.0	47681445.0	65683563.75	62538682.0	0	0
1010665_42:2_H 1	26827864.625	21506993.375	23019256.375	27982849.375	29739380.375	29753460.75	22295013.875	21852070.25	40571943.125	15857781.0625	23014403.0	20980456.1875	0	0
1010696_38:7_H 1	4722223.5	3250818.5	3726677.5625	4785050.5	4874443.8125	5144176.0625	4793841.875	4551531.875	8434975.625	2975626.21875	3472275.84375	3480394.375	0	0
1010711_35:1_H 1	33994955.25	27984083.625	31098307.0625	21562298.75	21563331.1875	21917487.125	17534793.78125	19072454.1875	26930136.75	9605291.875	13201112.8125	12814089.84375	0	0
1010720_39:6_H 1	751908.0859375	609846.9375	714812.09375	826539.4609375	696161.2109375	979045.2890625	319883.73828125	432648.00390625	673673.947265625	0	0	189770.828125	0	0
1010735_29:1_H 1	0	0	0	0	0	0	381732.92578125	325321.5390625	704794.9765625	0	0	0	0	0
1010750_36:1_H 1	875470714.0	772694308.0	815201674.0	789489330.0	802481142.0	820523866.0	622837998.0	625720444.0	982639876.0	516902612.0	709983042.0	693862004.0	0	0
1010764_36:2_H 1	942980901.0	876722924.0	855295672.0	1007416912.0	1022026080.0	1066504818.0	747447616.0	750016624.0	1240720186.0	814701352.0	1040884208.0	1095743848.0	0	0
1010788_38:2_H 1	275561540.0	245220728.0	265610172.25	357502985.0	387435929.5	388773674.0	247973072.625	239169008.0	414023464.0	228238792.0	298681111.5	306604722.0	0	0
1010795_38:3_H 1	175891862.0	155319280.0	171932757.0	254586168.0	277273474.0	267106988.0	140002844.0	141373453.25	231244688.0	131129212.0	186117703.25	170034444.0	0	0
1010812_40:3_H 1	54652064.0	49335715.5	52299399.375	99238092.25	98545519.5	98920640.0	45758832.125	45137137.0	78263849.0	44028663.75	51399913.0	50314839.5	0	0
1010813_40:4_H 1	37782738.375	31333535.0	33166512.5	66345514.0	70106336.5	71076396.125	31462675.0	30449190.5	55842044.0	21703759.75	30188775.125	28713688.109375	0	0
1010816_40:5_H 1	27101361.0	23148489.0625	24709018.5	37114285.375	37144924.9375	39791182.625	16870564.5	17448081.28125	31058767.375	11308316.3203125	14636884.734375	13858747.25	0	0
1010821_40:6_H 1	53524633.5	44986121.625	50739531.5	57494085.625	55691888.125	59645029.5	26973292.75	27567408.625	43979329.375	11478875.3125	16011331.75	15021756.71875	0	0
1010826_42:1_H 1	14114373.0	12067720.46875	13009562.4375	11677567.625	12312138.0	12090918.40625	10349527.5625	10063497.34375	18885354.375	5282995.71875	8270409.9375	7150555.0	0	0
1010847_40:7_H 1	20584703.75	16429867.890625	18717949.171875	31743755.96875	32274240.75	33506797.21875	15457324.25	15205646.0	29128008.875	9882492.375	13648058.0	12915454.25	0	0
1010931_35:4_H 1	0	0	0	374273.3125	434349.26953125	329953.0703125	368140.484375	0	776764.921875	0	266326.3671875	483619.46875	0	0
1010947_40:8_H 1	2388563.3125	1844737.65625	2199636.375	3099913.84375	3264399.1875	3278153.40625	1524617.765625	1426329.390625	2765622.375	1099106.0	1523797.09375	1331862.46875	0	0
1011021_40:2_H 1	127603616.625	118216430.0	118883431.125	183434634.75	175895920.75	188526306.0	120234933.0	118102279.0	178306733.0	95854967.75	140686492.0	128803910.875	0	0
1011027_42:5_H 1	8420661.5	8561662.6875	7757872.375	15948429.0	15870906.0625	15961624.75	5956973.796875	6042544.3125	11258996.625	4171935.4375	4978022.3125	4989140.3125	0	0
1011028_42:6_H 1	15116915.71875	13218857.203125	14614357.65625	15314690.40625	15697597.40625	15248033.75	5945041.1875	7071214.1640625	10605991.75	2693696.34375	3502000.66015625	3407850.640625	0	0
1011032_44:1_H 1	786510.662109375	677695.169921875	675792.0	807912.375	768359.9169921875	863009.712890625	827346.54296875	767305.259765625	1682054.6953125	270678.10009765625	410896.607421875	509023.45654296875	0	0
1011058_42:10_H 1	0	0	0	0	671303.5859375	0	0	0	500644.76171875	0	0	0	0	0
1011108_44:2_H 1	1767316.515625	1545880.1796875	1709220.2109375	2498220.447265625	2689192.2578125	2595018.67578125	2154642.34375	1983630.078125	4250235.6875	1138798.51171875	1681239.79296875	1647656.72265625	0	0
1011141_46:2_H 1	0	0	0	0	0	0	231272.38549804688	0	360243.9716796875	0	0	0	0	0
1011322_29:2_H 1	0	0	0	0	0	0	304103.7099609375	0	0	0	0	0	0	0
1011323_30:2_H 1	1601494.8125	427844.8203125	626302.021484375	1121526.8671875	956239.4609375	990394.6640625	3792422.71875	3471679.4375	6138962.953125	1665272.78125	2204574.34375	2250119.5625	0	0
1011324_30:3_H 1	0	0	0	0	0	0	0	0	588460.171875	0	0	0	0	0
1011348_31:2_H 1	3324131.1875	0	476470.66796875	1694234.1875	1459441.203125	0	11313526.53125	9263010.125	16459308.0	0	0	0	0	0
1011349_31:3_H 1	0	0	0	0	0	0	1922747.875	1564541.078125	2959012.53125	0	371204.111328125	0	0	0
1011355_33:3_H 1	0	0	0	0	0	0	2726213.78125	2435016.25	3456581.0625	0	0	0	0	0
1011356_33:4_H 1	687635.001953125	1338893.56640625	599499.4990234375	1450321.751953125	1359160.162109375	1431081.544921875	784709.4296875	726377.349609375	530729.8828125	964397.6127929688	939271.0791015625	1133740.65234375	0	1088797.765625
1011360_35:2_H 1	26535483.71875	21219170.1875	23791887.953125	17037608.3125	17743050.484375	17557653.875	14355208.75	16521334.109375	27446262.25	10098873.625	13440232.0	14688621.75	0	0
1011423_35:3_H 1	6428987.75	5657544.25	5991663.9375	5964696.125	5676963.25	6320088.625	4765451.8125	4986900.1875	7038015.3125	3871612.0	4493029.4375	4318086.5625	0	0
1011427_37:1_H 1	6146673.359375	5769258.015625	5217671.9296875	4611764.7890625	4612803.25	4076706.90625	3129878.046875	3486655.5234375	5228776.8046875	1379404.80859375	2390051.744140625	2068068.78125	0	0
1011428_37:2_H 1	15238892.46875	14051186.59375	14012858.28125	12656974.5625	13114251.1875	13848601.5625	7705520.640625	8746201.5	12998509.6015625	6184355.34375	6386089.03125	7256807.984375	0	0
1011459_37:3_H 1	8197506.75	7450166.625	7094678.5625	7766138.25	7781943.75	8136517.5	4970488.3125	4683984.125	7806502.125	3644784.09375	4550907.5	4382964.1171875	0	0
1011460_37:5_H 1	758775.546875	0	1078321.5	715578.0625	0	632667.53125	602519.9296875	589164.2265625	816690.984375	0	435948.6875	0	0	0
1011518_39:1_H 1	2147441.0234375	2426323.29296875	2498143.53125	1438517.12890625	1274020.546875	1589120.3134765625	1246795.490234375	1030182.978515625	1792682.94921875	606816.8203125	761337.80859375	0	0	0
1011519_39:2_H 1	4595721.5234375	4630781.28125	4185861.90625	4559509.75	4799282.71875	4431164.51171875	2366346.0859375	2596700.90625	4806865.78125	1284330.2763671875	2007783.359375	2116574.71875	0	0
1011520_39:4_H 1	2183634.15625	1736912.0625	1765407.5703125	2690193.1875	2993646.96875	2799914.484375	1451180.921875	1424758.6875	0	844476.7734375	0	1237273.359375	0	0
1011548_39:3_H 1	3252185.5	2379389.984375	2901509.21875	3317178.84375	4309129.0	4407849.875	0	2453041.875	3025919.90625	1319508.66796875	1409834.453125	0	0	0
1011670_40:9_H 1	0	0	0	0	0	296692.8828125	0	0	0	0	0	0	0	0
1011752_41:1_H 1	589161.134765625	468052.9375	598911.529296875	0	428486.15673828125	356946.19482421875	0	243162.611328125	354554.9609375	0	0	0	0	0
1011753_41:2_H 1	915686.3203125	1102620.09375	1422966.85546875	1347399.51171875	1581362.048828125	1368096.95703125	977080.0078125	794939.45703125	1516778.5078125	0	614078.4306640625	0	0	0
1011754_41:4_H 1	0	0	0	1143069.81640625	0	0	0	494304.1484375	910212.0703125	0	435957.71875	0	0	0
1011755_41:6_H 1	0	0	0	477196.8984375	0	524339.58203125	0	0	0	0	0	0	0	0
1011784_41:3_H 1	0	0	0	1487560.90625	1738521.125	2068821.03125	0	921302.953125	0	0	0	526286.71875	0	0
1011785_41:5_H 1	0	0	0	0	630896.30078125	0	0	0	0	0	0	0	0	0
1011786_41:7_H 1	0	0	283060.140625	316348.828125	0	0	0	0	0	0	0	0	0	0
1011804_42:4_H 1	12437408.5	10854348.375	10694101.625	26918933.0	29092677.0625	29906497.0	10968231.0	10910270.625	21796339.5	6706685.84375	9305640.5	8910071.875	0	0
1011832_42:3_H 1	15235626.625	13264117.625	13081973.4375	24373243.625	26207296.6875	26197023.5	12882438.625	12450789.8125	22976321.0	9029293.5	14002285.3125	13197876.1875	0	0
1011834_42:7_H 1	10815771.90625	9165894.125	10368148.15625	11911061.75	12660902.25	13566777.78125	5144935.5	5642742.0	11260553.375	3643332.0	4231099.4375	4667222.0	0	0
1011865_42:8_H 1	1607192.53125	1503274.375	1643600.71875	2440502.125	2781403.34375	3152215.25	767793.109375	938223.90625	1693611.171875	358849.04296875	653198.8671875	759368.65625	0	0
1011896_42:9_H 1	1300385.5625	967197.328125	1163932.671875	2439239.1875	2403231.78125	2457797.34375	1093365.640625	1130502.4453125	2238623.296875	452867.3203125	498062.185546875	0	0	0
1012002_44:4_H 1	0	2106153.515625	2178962.6953125	4613329.0078125	5033069.9375	5102589.3984375	0	0	5287258.53125	1162474.4375	0	1950575.6640625	0	0
1012003_44:6_H 1	2345419.875	1875794.3046875	2196408.05859375	3164063.8828125	3354441.82421875	3598622.80859375	1355987.9609375	1400801.435546875	2270299.234375	338616.6171875	609482.296875	659078.4921875	0	0
1012032_44:3_H 1	1671794.626953125	1857353.181640625	2025822.96875	3218624.73046875	3278692.3984375	3972581.34765625	1875286.5859375	1911885.53125	3378408.3125	1219002.7890625	1709739.09375	1209642.234375	0	0
1012033_44:5_H 1	2114502.5	1949823.046875	1781997.609375	3105830.53125	3628846.71875	3453839.6875	1579785.234375	1719749.21875	2787439.8125	821618.91796875	1098965.765625	957659.125	0	0
1012034_44:7_H 1	4316522.3828125	3828146.7265625	4290185.5546875	4892281.671875	5119280.671875	5744421.0625	1713926.357421875	2125244.3125	3739990.65625	737909.38671875	917997.9921875	933265.6015625	0	0
1012065_44:8_H 1	782459.34375	657636.1953125	551986.03125	1141109.890625	1551810.1875	1487939.453125	0	0	560104.74609375	0	0	0	0	0
1020003_34:1_H 1	38876236.125	31941597.8125	35385769.125	25115479.375	26320142.8125	25770358.0625	23640770.8125	24567225.6875	36623152.625	20091867.9375	28015378.0625	26387260.625	0	0
1020009_14:0_H 1	307504.171875	261200.9765625	306438.447265625	0	372440.3896484375	0	327068.3681640625	356818.59765625	838038.6171875	147166.12890625	0	0	0	0
1020012_30:0_H 1	2956492.28125	1853867.69140625	2415427.0703125	1034761.935546875	1168649.7548828125	1048221.427734375	2214808.015625	2044388.6484375	4026480.54296875	692639.1201171875	1166922.4765625	1024733.109375	0	0
1020014_30:1_H 1	4643723.0625	3282029.5859375	4004379.3125	3706370.0234375	4014050.6015625	3875322.671875	3394947.78125	3207488.21875	5845052.5625	1880439.734375	2836697.453125	2763669.0859375	0	0
1020015_32:0_H 1	7132847.875	4502209.734375	6334138.65625	2112738.93359375	2089221.3203125	1999369.26171875	7015581.671875	6497649.703125	14659286.25	1921154.97265625	2784735.68359375	2489177.3046875	0	0
1020016_32:1_H 1	38007402.4375	28922737.875	34274384.625	25439313.625	26150499.375	25892997.6875	29253197.6875	28774425.625	47541459.5	21777498.75	30527346.875	29184107.625	0	0
1020017_32:2_H 1	26194065.4375	21450521.25	21268331.75	27424039.5	27724285.0	29341961.875	25616986.0	25073196.3125	42561650.8125	13947127.0	18951333.6875	17771729.21875	0	0
1020018_32:3_H 1	791190.703125	756128.0390625	582227.58203125	978610.6484375	994682.4921875	996537.4921875	779620.1171875	823101.63671875	1457852.0546875	437685.296875	661238.265625	473864.634765625	0	0
1020021_34:4_H 1	1262923.65625	915164.96875	773437.1009114584	1224954.03125	1667647.40625	1433425.578125	872326.234375	894996.6015625	1761038.796875	492022.51953125	770185.796875	603199.05859375	0	0
1020026_35:4_H 1	0	0	0	774138.2578125	670824.4765625	675232.28125	0	0	0	0	0	0	0	0
1020033_34:0_H 1	1586824.0390625	871219.9853515625	1443552.24609375	0	0	0	1467366.33203125	1415899.8125	3436522.0	306941.98828125	584696.0712890625	493975.58984375	0	0
1020039_34:2_H 1	70331592.75	63950190.0	59517119.0	71186623.875	77469448.5	78240797.875	50362304.0	48688341.375	82265617.625	29017508.1875	38260843.375	36364780.875	0	0
1020041_34:3_H 1	19716309.25	18363997.25	18859350.25	23293430.5	24859645.625	23193369.0	14948550.5	14711285.0	26416196.75	9502164.875	13516337.375	13725411.875	0	0
1020052_36:1_H 1	21420118.125	19426503.5	21388585.375	11857310.0625	11926305.03125	12486838.125	10690680.90625	12066638.46875	18447746.6875	11329144.03125	16046729.03125	15816380.625	0	0
1020053_36:3_H 1	33923296.375	30188372.75	32923967.25	40183477.75	41974308.75	42692034.5	22481010.0625	21613553.1875	40380144.375	15153863.015625	20296784.8125	21223060.75	0	0
1020054_36:4_H 1	21561949.75	20730795.6875	20252123.5	50463533.875	47624287.25	50129982.375	14728308.5	14630956.25	27156017.5	8001489.515625	9958291.375	10122170.25	0	0
1020058_36:5_H 1	12032829.625	10567437.875	12460755.5	28510152.640625	27084564.1875	28966122.8125	5020059.84375	5243439.3125	9470231.5	2725971.40625	2923300.28125	2869044.84375	0	0
1020064_38:6_H 1	9920216.9375	9012367.796875	9659034.375	16400023.0	16254879.0	17608173.0	3890896.0	4455279.4140625	7314233.25	1463072.0625	2078782.59375	2145300.21875	0	0
1020066_38:5_H 1	10723556.5	9804570.46875	11478061.71875	22046942.5	24089195.75	26552727.3125	6974295.5	6854324.3125	14865749.0	2559720.10546875	3978303.78125	3508397.03125	0	0
1020081_37:4_H 1	575670.0625	461994.0009765625	0	1030229.6015625	1035562.9453125	891125.6328125	0	0	530642.68359375	0	0	0	0	0
1020099_38:1_H 1	10802094.78125	10123257.1875	10409751.71875	8889415.40625	9010223.359375	9439408.59375	5642417.8125	6276382.671875	9683848.15625	4796482.046875	6929185.390625	6579445.421875	0	0
1020100_38:4_H 1	13059243.125	10993225.34375	11821970.28125	30935724.6875	30648214.875	31943213.0625	9614981.25	9973840.953125	18915472.90625	5032970.375	6957773.7421875	6818790.34375	0	0
1020107_40:5_H 1	3212160.625	2607336.34375	3031093.96875	6562784.75	6799483.5	7429720.25	2206307.9375	2823072.609375	4109675.1875	1013655.0390625	1300627.140625	1142734.203125	0	0
1020110_40:6_H 1	5335652.6875	4518137.7265625	5673191.640625	6625678.625	7166124.75	7275340.3125	2363113.69921875	2460239.3203125	3402689.34375	793320.740234375	1041649.474609375	1032258.8046875	0	0
1020146_13:1_H 1	3497838.265625	2525173.03125	2682952.796875	1607091.9375	1513615.4453125	1460326.6640625	4478255.03125	4646086.5625	8777886.5625	4890389.96875	6724984.25	6709864.53125	0	0
1020176_28:0_H 1	308710.236328125	0	268224.138671875	0	0	0	0	0	0	0	0	0	0	0
1020181_31:1_H 1	570753.9453125	750532.4609375	865006.4375	0	0	0	0	0	0	0	0	0	0	0
1020184_33:2_H 1	663279.25	837008.224609375	763799.853515625	523849.892578125	471891.3203125	446992.9296875	0	0	0	0	0	0	0	0
1020188_36:2_H 1	39387646.5625	35645699.9375	37215823.8125	32263478.5625	37742219.75	34982067.65625	24013412.625	24068501.09375	41042573.875	18716897.125	24584315.03125	25233187.625	0	0
1020191_38:2_H 1	21968161.65625	20391385.3125	22085932.8125	27935828.15625	29080309.1875	30948539.9375	14568835.0	15802375.125	27813199.75	9565345.21875	13460722.1875	12267818.5	0	0
1020211_38:3_H 1	13269016.546875	12314098.0	13146615.25	29229775.375	31024330.0625	31595114.25	10189935.75	10475139.25	19938826.5	6076578.4375	7814520.875	8017596.625	0	0
1020213_40:1_H 1	1919487.58984375	1847631.47265625	2159169.921875	1375693.625	1391850.443359375	1427667.0693359375	1287434.515625	1379122.298828125	2221979.15625	809749.65234375	1116697.625	1104038.912109375	0	0
1020214_40:2_H 1	5674950.390625	5335763.96875	5149883.40625	7488768.21875	7815364.78125	7385710.109375	4388647.25	4997831.40625	7860631.1953125	2734074.578125	3540519.859375	3684861.40234375	0	0
1020215_40:4_H 1	3887889.984375	3185388.8125	3251629.75	10777375.71875	10925850.4375	11734563.375	3956754.9140625	3673669.90625	7792917.0	1873302.5625	2300502.78515625	2172414.75	0	0
1020237_40:3_H 1	5071471.3515625	4607611.421875	4982618.0	10376921.953125	11229075.28125	11710385.8125	4863330.15625	4876259.234375	9158565.78125	2156044.845703125	3551735.078125	3351597.9375	0	0
1020242_42:2_H 1	0	0	0	0	0	0	0	0	485515.62548828125	0	0	0	0	0
