Class	Lipid	Occurence	m/z	RTmin	RTmax	01pcDNA	02pcDNA	03pcDNA	04Creb3L1ACAoverex	05Creb3L1ACAoverex	06Creb3L1ACAoverex	07Scram	08Scram	09Scram	10siCreb3L1	11siCreb3L1	12siCreb3L1	BlankCal25	BlankCal5
GL03_TAG	3012671_48:4	NH4 1	816.70758	0.68	0.68	959628.4765625	1059830.921875	778292.69921875	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	3012699_43:2	NH4 1	750.66058	0.69	0.72	1371533.671875	944852.484375	1005400.8125	0	861241.8984375	757093.62890625	574885.763671875	985806.3125	732294.92578125	1409004.65234375	1005652.7734375	1008576.9296875	424524.072265625	351700.68359375
GL03_TAG	3012707_45:1	NH4 1	780.70758	0.71	0.72	3497156.734375	2910467.59375	3029276.6875	1599874.15234375	2032770.4375	2456501.265625	2042980.6953125	2199307.890625	2644376.1640625	2661810.8359375	2477989.90625	2569106.8125	1511465.4296875	1412450.796875
GL03_TAG	3012714_47:0	NH4 1	810.75452	0.68	0.72	2669025.6875	2448370.1796875	2110696.009765625	1210431.740234375	1865316.23828125	1628437.451171875	1414548.24609375	1529811.9208984375	1892215.8046875	2080939.46484375	1919029.484375	1801505.734375	652293.080078125	744495.4155273438
GL03_TAG	3012727_45:2	NH4 1	778.69189	0.69	0.73	1603916.15625	1593391.6171875	923499.46875	0	1017280.9765625	1001436.625	525192.2421875	1050953.484375	976342.5390625	0	999768.390625	1195874.9375	465150.15625	579780.078125
GL03_TAG	3012729_47:2	NH4 1	806.72321	0.68	0.72	0	1746384.625	1286533.453125	0	776297.28125	1170989.90625	703967.640625	656660.828125	952759.68359375	1066296.671875	974827.5078125	718550.859375	428824.76953125	396433.37109375
GL03_TAG	3012768_47:1	NH4 1	808.73883	0.69	0.72	4560494.828125	3897560.71875	3038848.640625	2107942.5546875	2770366.015625	3232915.421875	2297667.15625	2794152.34375	2950730.46875	3394426.40625	2860240.25	2774983.859375	1462383.34375	1657533.37109375
GL03_TAG	3012782_50:6	NH4 1	840.70758	0.66	0.68	914672.8125	659331.1171875	634353.9296875	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	3012827_47:3	NH4 1	804.70758	0.68	0.68	0	350870.05078125	0	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	EX3010001_48:0	NH4 1	824.77014	0.68	0.72	21728583.1875	22882412.8125	20920980.0	22545414.25	28837652.875	26383265.8125	11950518.15625	13626994.0	13297823.4375	18840816.0625	23389730.8125	18177452.6875	889127.890625	583081.9658203125
GL03_TAG	EX3010233_54:3	NH4 1	902.81714	0.66	0.68	66945374.25	84247517.0	75593999.5	81738764.0	94684361.0	80555044.0	36402768.0	44181422.5	43529266.0	38040238.25	32259093.0	28966810.75	0	47260.277099609375
GL03_TAG	EX3012616_42:0	NH4 1	740.67627	0.71	0.72	2610380.75	1963856.537109375	1821736.6015625	902624.5546875	1475018.00390625	1817649.890625	1376347.40234375	1683760.21875	1833694.11328125	2163496.7578125	1434648.65234375	1806746.62890625	0	909305.1015625
GL03_TAG	EX3012618_36:0	NH4 1	656.58234	0.72	0.73	3438531.8671875	0	0	0	2493118.9453125	2707026.720703125	0	2177835.322265625	0	0	0	2047517.712890625	0	0
GL03_TAG	IS3010031_51:0	NH4 1	866.81714	0.68	0.71	1921238.251953125	1560925.359375	1695775.40234375	957092.431640625	1376950.921875	1771809.58984375	1166461.48046875	1568347.85546875	1353502.8671875	1726816.466796875	1471261.37890625	1537642.2265625	495453.39453125	763158.2978515625
GL03_TAG	TGOTheo_25:1	NH4 1	486.41528	0.73	0.73	0	0	0	0	0	0	0	0	0	0	0	3660820.76171875	0	0
GL03_TAG	TGOTheo_25:7	NH4 1	474.32141	0.72	0.73	3766963.65625	2973539.4375	2958955.40625	0	2648626.515625	3635937.609375	2385071.6953125	3690482.1875	3230035.5625	3995234.890625	0	3158420.78125	0	0
GL03_TAG	TGOTheo_26:2	NH4 1	498.41528	0.72	0.73	16408080.5625	0	12729202.46875	9474964.6875	11883162.65625	15043447.6875	11063525.0	14743400.21875	13257154.59375	15475044.15625	14642686.84375	13302483.40625	0	9327766.65625
GL03_TAG	TGOTheo_26:3	NH4 1	496.39966	0.71	0.73	0	0	0	0	0	0	0	0	710113.6015625	956823.40625	0	0	0	0
GL03_TAG	TGOTheo_27:3	NH4 1	510.41528	0.72	0.73	0	0	0	0	0	0	0	0	0	1026120.84375	0	0	0	0
GL03_TAG	TGOTheo_29:0	NH4 1	544.49353	0.72	0.73	0	0	0	0	0	0	0	0	0	0	0	486771.4296875	0	0
GL03_TAG	TGOTheo_29:1	NH4 1	542.47791	0.72	0.73	0	0	0	0	0	0	0	0	0	0	0	2972462.38671875	0	0
GL03_TAG	TGOTheo_29:2	NH4 1	540.46222	0.73	0.73	0	0	0	0	0	0	0	0	0	0	0	2909320.84375	0	0
GL03_TAG	TGOTheo_30:1	NH4 1	556.49353	0.73	0.73	0	0	0	0	0	0	0	0	0	0	0	2943221.671875	0	0
GL03_TAG	TGOTheo_30:2	NH4 1	554.47791	0.72	0.73	3298913.734375	0	0	0	0	0	2491840.84375	0	0	3674723.1875	0	3162972.625	0	0
GL03_TAG	TGOTheo_31:0	NH4 1	572.52484	0.71	0.73	0	491811.71875	0	0	0	0	0	0	0	0	0	504531.232421875	0	0
GL03_TAG	TGOTheo_31:1	NH4 1	570.50922	0.72	0.73	0	0	0	0	0	0	0	0	0	0	0	2833864.6328125	0	0
GL03_TAG	TGOTheo_31:2	NH4 1	568.49353	0.72	0.73	2667985.21875	0	2098908.34375	0	0	0	0	0	0	2572946.484375	0	2292018.265625	0	0
GL03_TAG	TGOTheo_31:3	NH4 1	566.47791	0.69	0.73	0	1358191.171875	1717772.984375	0	1367175.7421875	1611816.2734375	1070846.484375	1489538.921875	1427072.283203125	1607586.02734375	1470009.33984375	2309638.73828125	921721.3046875	691880.234375
GL03_TAG	TGOTheo_32:0	NH4 1	586.54047	0.71	0.73	0	0	0	0	0	0	0	3068811.28515625	0	3888810.671875	574696.701171875	495072.1875	0	474888.677734375
GL03_TAG	TGOTheo_32:1	NH4 1	584.52484	0.72	0.73	0	0	0	0	0	3361093.1875	0	0	0	0	0	2881083.58984375	0	0
GL03_TAG	TGOTheo_32:2	NH4 1	582.50922	0.72	0.73	0	2699994.0	0	1423794.828125	0	0	1631553.56640625	0	0	2247223.15625	0	2397069.34375	0	0
GL03_TAG	TGOTheo_32:3	NH4 1	580.49353	0.71	0.72	4073755.34375	3873979.5	3611696.375	1783594.7890625	3396652.15625	4069570.9375	3333664.1171875	4396339.953125	3741477.015625	4240886.375	3849653.125	5482773.0	2179065.125	2233900.74609375
GL03_TAG	TGOTheo_33:0	NH4 1	600.55615	0.71	0.73	0	586122.38671875	0	0	0	0	0	0	435425.119140625	0	503323.37109375	0	0	0
GL03_TAG	TGOTheo_33:1	NH4 1	598.54047	0.72	0.73	0	0	0	0	0	0	0	0	0	0	0	2437175.390625	0	0
GL03_TAG	TGOTheo_33:2	NH4 1	596.52484	0.72	0.73	3134347.890625	0	0	0	1797590.984375	2475491.609375	2276403.6875	2212196.703125	0	2002217.84375	0	2923043.40625	0	0
GL03_TAG	TGOTheo_33:3	NH4 1	594.50922	0.71	0.73	0	0	0	0	0	0	0	0	0	773786.96875	0	0	0	275854.61328125
GL03_TAG	TGOTheo_34:0	NH4 1	614.57178	0.69	0.73	9606318.109375	0	0	0	0	0	0	5876273.359375	0	7570891.8125	0	512256.7109375	0	423398.265625
GL03_TAG	TGOTheo_34:1	NH4 1	612.55615	0.72	0.73	6375471.875	0	5112208.25	2347739.14453125	4847248.5	0	4532914.4453125	7177505.0625	0	7263641.875	6298830.359375	4861257.046875	0	0
GL03_TAG	TGOTheo_34:2	NH4 1	610.54047	0.72	0.73	5118185.25	4654960.8125	4195878.5625	0	2445169.71875	3032505.1875	2328098.53125	3235176.125	3533363.90625	3500061.46875	2845860.65625	2796395.40625	0	0
GL03_TAG	TGOTheo_35:0	NH4 1	628.58746	0.71	0.73	0	340672.0703125	0	0	0	0	0	0	0	598608.85546875	294849.275390625	432713.693359375	0	0
GL03_TAG	TGOTheo_35:1	NH4 1	626.57178	0.72	0.73	0	0	0	1751452.4833984375	2011625.36328125	2445076.2421875	0	2548320.9609375	0	3172395.4453125	2689120.6875	2441693.328125	0	0
GL03_TAG	TGOTheo_35:2	NH4 1	624.55615	0.71	0.73	2481145.734375	2573727.625	1761541.9921875	1227126.8125	1880423.5390625	2021349.7109375	1661810.90625	2232062.390625	1759165.125	2187210.15625	2188144.625	1997030.296875	0	1334954.453125
GL03_TAG	TGOTheo_36:0	NH4 1	642.60309	0.71	0.73	5184268.8046875	4976131.0859375	2839235.21875	0	3351470.484375	0	498613.72607421875	3453586.279296875	3683775.8671875	3865846.515625	629081.8203125	518443.484375	407526.12890625	452745.958984375
GL03_TAG	TGOTheo_36:1	NH4 1	640.58746	0.71	0.73	4901358.6875	0	4192781.875	1644034.5234375	3745369.90625	3772067.5625	3178970.18359375	5048634.0	0	4806820.125	3947100.6484375	3696707.76171875	0	0
GL03_TAG	TGOTheo_36:2	NH4 1	638.57178	0.71	0.73	5976352.9375	6283573.03125	4876952.1875	2930272.8125	4407188.640625	5102571.640625	4529749.15625	6369906.1875	6085899.59375	5900606.15625	5216390.0	5142912.65625	0	0
GL03_TAG	TGOTheo_36:3	NH4 1	636.55615	0.71	0.73	3272995.03125	3394526.6875	0	0	1343966.109375	0	1619319.2734375	2281613.15625	0	1630895.515625	1541737.1796875	1325124.328125	0	0
GL03_TAG	TGOTheo_36:4	NH4 1	634.54047	0.68	0.72	1025467.015625	1520593.8359375	0	0	0	274575.90625	308386.484375	473292.4609375	360009.91015625	405422.625	0	350922.03125	0	0
GL03_TAG	TGOTheo_37:1	NH4 1	654.60309	0.72	0.73	2390757.21875	1958704.37890625	1911641.12890625	1214368.7822265625	0	2072840.60546875	1563393.265625	2002766.853515625	1875128.5546875	2595901.95703125	2288990.546875	1737712.24609375	0	0
GL03_TAG	TGOTheo_37:2	NH4 1	652.58746	0.71	0.73	2632323.859375	0	1974562.078125	0	1713288.78125	2375633.71875	1565437.5859375	2209107.0703125	2496017.28125	2037235.375	0	1773345.890625	1251232.1328125	0
GL03_TAG	TGOTheo_38:0	NH4 1	670.6344	0.71	0.73	484520.34765625	0	0	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_38:1	NH4 1	668.61877	0.71	0.73	0	0	0	1094124.4375	0	0	3011460.25390625	0	0	0	2964255.390625	2984894.125	0	0
GL03_TAG	TGOTheo_38:2	NH4 1	666.60309	0.71	0.73	2840975.890625	3354808.0	2638220.90625	1575722.5625	2106025.65625	2671243.0625	2335936.4765625	2885879.3125	3087646.453125	2793041.0625	2671844.71875	2212154.4375	0	0
GL03_TAG	TGOTheo_38:3	NH4 1	664.58746	0.69	0.73	2742093.671875	3376366.0625	0	3778357.59375	2460791.078125	0	0	3121785.3125	2614477.484375	2021814.28125	2135184.53125	1855694.640625	0	0
GL03_TAG	TGOTheo_38:4	NH4 1	662.57178	0.69	0.72	0	0	1963473.1953125	0	0	1559523.1953125	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_38:5	NH4 1	660.55615	0.68	0.72	1226927.453125	1520897.328125	1620895.296875	0	0	0	298269.3466796875	727683.6953125	581412.09375	0	0	369545.462890625	0	0
GL03_TAG	TGOTheo_38:6	NH4 1	658.54047	0.69	0.72	1725275.671875	2338511.15625	1971860.453125	0	667513.23046875	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_39:1	NH4 1	682.6344	0.72	0.73	2615315.2109375	2086307.8359375	1976473.3837890625	0	1903530.84375	1958568.25	1468290.591796875	1942706.9140625	1906434.51171875	2398973.62890625	2190194.03515625	2006088.78125	0	0
GL03_TAG	TGOTheo_40:1	NH4 1	696.65002	0.71	0.72	0	0	0	0	0	0	2013210.625	0	0	0	2223620.546875	2520157.1015625	0	1293459.71484375
GL03_TAG	TGOTheo_40:2	NH4 1	694.6344	0.71	0.73	0	2584260.6875	1912303.09375	1280304.046875	1979146.03125	2189921.1875	2301875.5390625	1988455.9375	2154526.625	2062755.53125	2780121.578125	2227846.1875	0	1012681.5703125
GL03_TAG	TGOTheo_40:3	NH4 1	692.61877	0.69	0.73	0	0	0	0	1185392.734375	1233792.9140625	0	1193860.0546875	0	0	0	630155.92578125	0	0
GL03_TAG	TGOTheo_40:4	NH4 1	690.60309	0.68	0.71	748639.328125	0	0	0	0	0	0	407262.142578125	0	0	0	0	0	0
GL03_TAG	TGOTheo_40:5	NH4 1	688.58746	0.68	0.71	1114755.5859375	1224062.28125	0	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_40:6	NH4 1	686.57178	0.68	0.71	2147212.53125	2483898.8125	2228383.37109375	0	706202.4453125	823040.41015625	0	0	0	745627.8671875	0	0	0	0
GL03_TAG	TGOTheo_40:7	NH4 1	684.55615	0.69	0.71	1799415.015625	1766777.234375	1597935.640625	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_41:0	NH4 1	712.68134	0.69	0.72	0	0	0	0	0	487895.91796875	0	0	0	0	0	0	125705.94677734375	0
GL03_TAG	TGOTheo_41:1	NH4 1	710.66571	0.71	0.73	2752976.2578125	1898950.734375	1661415.373046875	1195556.46875	1585739.30078125	1800406.78125	1642769.361328125	1739820.03125	1713599.90625	2107911.240234375	1787622.58203125	2062863.39453125	1331100.00390625	1702628.45703125
GL03_TAG	TGOTheo_41:2	NH4 1	708.65002	0.71	0.72	0	1487009.359375	1843785.1953125	0	1627517.28125	1786488.421875	1671266.484375	1691495.359375	1781782.53125	1794891.796875	1918759.140625	1348643.078125	867809.4375	1058291.140625
GL03_TAG	TGOTheo_41:3	NH4 1	706.6344	0.69	0.73	0	0	0	0	0	0	0	0	0	0	0	276868.3818359375	0	0
GL03_TAG	TGOTheo_42:0	NH4 1	726.69702	0.68	0.72	0	0	311633.765625	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_42:1	NH4 1	724.68134	0.71	0.73	3037550.06640625	2362110.41015625	1840431.046875	905170.595703125	0	2327758.7890625	1538837.1328125	1828457.7890625	1862742.6953125	1917907.03125	1588891.96875	1858225.80078125	1055381.78515625	1096563.529296875
GL03_TAG	TGOTheo_42:2	NH4 1	722.66571	0.71	0.72	2056620.4375	1502045.078125	1709296.453125	1063289.76953125	1590636.375	1706989.59375	1491790.34375	1713959.125	1855047.0859375	1526119.1796875	1605119.47265625	2041290.8359375	876816.984375	1118969.9140625
GL03_TAG	TGOTheo_42:6	NH4 1	714.60309	0.69	0.71	732885.390625	1148674.1875	806458.625	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_42:7	NH4 1	712.58746	0.69	0.71	805695.4296875	1634324.8125	1359338.015625	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_43:1	NH4 1	738.69702	0.71	0.72	2231122.02734375	1588505.142578125	1661155.41015625	0	1383798.109375	1545835.2109375	1455327.806640625	1655381.2890625	1635811.03125	1662511.75390625	1379578.130859375	1423385.91015625	0	1014298.53125
GL03_TAG	TGOTheo_43:2	NH4 1	736.68134	0.68	0.72	2190267.015625	1269285.732421875	1051621.35546875	0	1286400.078125	1150008.3125	874595.68359375	1085782.921875	1739214.609375	1748593.015625	1387860.3828125	1447550.21875	554083.10546875	842836.6171875
GL03_TAG	TGOTheo_44:1	NH4 1	752.71265	0.69	0.72	2066860.59375	2470857.4375	1845381.333984375	849921.8359375	1586599.904296875	2105815.9375	1234764.271484375	1885089.5546875	1647650.224609375	1918527.03125	1458469.150390625	1769885.7734375	1034636.62890625	1039787.041015625
GL03_TAG	TGOTheo_44:2	NH4 1	750.69702	0.69	0.72	1604908.8125	1104394.3671875	1329110.78125	0	862101.4375	1413251.21875	1156439.9921875	1084209.21484375	1062194.2109375	0	1103169.4765625	1333541.625	664723.71875	883355.046875
GL03_TAG	TGOTheo_44:3	NH4 1	748.68134	0.68	0.73	0	0	0	0	0	0	0	0	0	0	0	0	90735.7890625	0
GL03_TAG	TGOTheo_45:1	NH4 1	766.72827	0.69	0.72	1786123.19921875	1532230.3828125	1178153.23046875	0	1278435.484375	1419419.9140625	1190991.3984375	1574475.4296875	1604731.40625	1628260.62109375	1637123.462890625	1583780.345703125	1330435.58203125	1074330.03515625
GL03_TAG	TGOTheo_45:2	NH4 1	764.71265	0.69	0.72	1647254.875	1528971.765625	1391701.4375	0	1331363.1171875	1593790.4609375	964568.03515625	1464818.46875	1227667.109375	1630214.8125	1101389.359375	1394782.6640625	921611.9140625	802985.4375
GL03_TAG	TGOTheo_46:0	NH4 1	782.75958	0.66	0.72	0	0	284646.71484375	0	254969.126953125	355294.5	0	0	332616.31640625	733084.8837890625	610114.9365234375	384432.08203125	0	0
GL03_TAG	TGOTheo_46:1	NH4 1	780.74396	0.69	0.72	1861035.38671875	1934544.4765625	1590394.79296875	930668.033203125	1319997.765625	1502900.791015625	1196525.875	1549029.3828125	1600641.140625	1496574.70703125	1482776.87109375	1383023.0859375	780877.37890625	775104.8876953125
GL03_TAG	TGOTheo_46:2	NH4 1	778.72827	0.69	0.72	1598235.109375	1202471.7890625	1033825.3125	0	1134051.9296875	1324065.296875	999493.6171875	1384485.8828125	1482209.2890625	1335855.94921875	0	982184.4375	653404.0625	851353.6953125
GL03_TAG	TGOTheo_47:0	NH4 1	796.77527	0.68	0.71	0	0	0	0	0	0	0	0	0	311501.8515625	0	0	0	0
GL03_TAG	TGOTheo_47:1	NH4 1	794.75958	0.69	0.72	1282813.625	1574223.91015625	1411446.2734375	0	1460204.078125	1622224.5078125	1018021.734375	1375432.04296875	1583835.65625	1508271.45703125	1403326.1015625	1192455.9375	944342.451171875	853553.2734375
GL03_TAG	TGOTheo_47:2	NH4 1	792.74396	0.69	0.71	1379010.1171875	1496669.3203125	1100258.23046875	0	924915.1328125	1154629.796875	922440.171875	1343948.1640625	1183367.171875	1541429.328125	1108727.1328125	1257219.5078125	612754.296875	571889.4453125
GL03_TAG	TGOTheo_48:0	NH4 1	810.79089	0.68	0.72	760737.646484375	978201.953125	832229.30859375	1272561.287109375	1329105.552734375	1181860.935546875	1093270.02734375	1168487.6796875	1150323.966796875	1783439.75390625	2387926.8125	1474337.72265625	0	0
GL03_TAG	TGOTheo_48:1	NH4 1	808.77527	0.68	0.72	2825282.1640625	2537622.9765625	2046273.58984375	2226942.83984375	2812446.0625	3115433.953125	2286691.3203125	2587128.890625	2544220.3046875	3456940.6875	3521046.25	3037691.046875	916543.052734375	860165.75390625
GL03_TAG	TGOTheo_48:2	NH4 1	806.75958	0.68	0.71	1933287.46875	2309114.15625	1298653.703125	1311320.09375	1654626.1484375	2009048.03125	1248433.71875	1703149.6171875	1212053.71875	1345116.671875	1405444.9453125	1739066.203125	589163.51953125	709202.0625
GL03_TAG	TGOTheo_48:3	NH4 1	804.74396	0.68	0.72	0	0	0	0	0	328650.88671875	0	0	0	291609.408203125	0	0	0	0
GL03_TAG	TGOTheo_49:1	NH4 1	822.79089	0.69	0.72	983715.974609375	1273251.6015625	1274092.5078125	0	1056405.783203125	1068437.4609375	700690.9140625	1187432.439453125	1351138.921875	0	1285250.15234375	1338921.1796875	748537.365234375	735192.38671875
GL03_TAG	TGOTheo_49:2	NH4 1	820.77527	0.68	0.71	1329742.09375	1201901.2578125	1018870.90625	0	1042118.09375	962434.72265625	919768.8671875	867602.515625	1154786.7890625	802897.1953125	1029777.3359375	1040730.4375	534629.310546875	690620.95703125
GL03_TAG	TGOTheo_50:0	NH4 1	838.8222	0.68	0.69	1119818.146484375	1271113.125	1360684.7109375	1472952.3046875	2109368.3828125	1497842.70703125	0	1430857.716796875	1408091.73828125	1844800.43359375	2679754.7265625	1668542.73828125	0	0
GL03_TAG	TGOTheo_50:1	NH4 1	836.80652	0.68	0.72	3888370.5	5500444.34375	4459040.78125	6370660.46875	8306315.453125	7416345.390625	4434119.0	4769643.265625	5168283.765625	6556439.75	6879930.34375	6145571.375	968624.046875	680368.86328125
GL03_TAG	TGOTheo_50:2	NH4 1	834.79089	0.68	0.72	3317754.859375	3933928.84375	3531365.734375	4402925.125	5446446.34375	5065093.78125	2288943.125	3282712.78125	3441134.828125	3763954.78125	3405650.4375	2965098.78125	685713.0	699840.98828125
GL03_TAG	TGOTheo_50:3	NH4 1	832.77527	0.66	0.68	964677.9140625	1118400.421875	938554.8671875	1026807.640625	993536.828125	1152712.78125	458508.953125	482192.1171875	0	485158.546875	519474.3359375	0	0	0
GL03_TAG	TGOTheo_50:7	NH4 1	824.71265	0.72	0.73	0	0	0	0	0	0	0	506712.7578125	0	0	0	0	0	0
GL03_TAG	TGOTheo_51:1	NH4 1	850.8222	0.69	0.72	1215302.3125	0	944855.9453125	0	788243.17578125	865602.8515625	846080.09375	1290980.7890625	865101.58203125	0	1140692.02734375	1201500.8828125	668072.1796875	743341.1904296875
GL03_TAG	TGOTheo_51:2	NH4 1	848.80652	0.69	0.71	966100.6640625	1374477.0078125	1191077.84375	0	1186448.859375	1613409.0703125	597413.4609375	1267147.5	1207978.671875	0	993052.875	1142432.51953125	502162.515625	694996.421875
GL03_TAG	TGOTheo_51:3	NH4 1	846.79089	0.68	0.72	0	0	0	0	463670.6171875	455537.078125	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_52:0	NH4 1	866.85352	0.66	0.72	576952.041015625	906145.111328125	865438.322265625	0	1384121.48828125	1064527.8671875	685874.587890625	805420.80078125	728739.427734375	1052165.419921875	1165144.4326171875	911644.228515625	0	0
GL03_TAG	TGOTheo_52:1	NH4 1	864.83783	0.68	0.71	4194892.21875	5428454.1875	4799141.859375	6574287.5	8699318.75	8009811.96875	3992239.546875	4413042.4453125	4666324.9140625	5666513.578125	6447689.5625	5154689.546875	726316.0087890625	494980.53515625
GL03_TAG	TGOTheo_52:2	NH4 1	862.8222	0.68	0.69	6259940.28125	7197072.4375	6143235.921875	10318671.5	12590181.96875	11067214.1875	4721193.703125	5872968.4375	5621367.9375	6647221.96875	5868456.96875	5849727.1875	474891.619140625	502393.283203125
GL03_TAG	TGOTheo_52:3	NH4 1	860.80652	0.68	0.69	2972393.8125	4219723.75	3197359.03125	4110811.8125	6900634.125	5464014.0625	1423753.140625	0	1705149.46875	1923225.71875	1705945.96875	1588224.8125	0	0
GL03_TAG	TGOTheo_52:4	NH4 1	858.79089	0.66	0.68	1654551.4375	2095626.8125	2039154.390625	1641635.671875	1630238.28125	1680317.28125	247749.640625	350299.3125	369538.4765625	431120.3125	306445.33203125	351135.07421875	0	0
GL03_TAG	TGOTheo_52:5	NH4 1	856.77527	0.66	0.68	1014938.953125	1877643.484375	1322974.0859375	0	1093607.390625	749687.21875	0	0	0	280471.53125	0	0	0	0
GL03_TAG	TGOTheo_52:6	NH4 1	854.75958	0.66	0.68	1796775.58203125	2408073.796875	2009910.875	949738.48828125	1178554.140625	884445.96875	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_52:7	NH4 1	852.74396	0.68	0.68	0	0	569500.5	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_53:1	NH4 1	878.85352	0.69	0.71	1211408.4921875	1546169.390625	1190689.125	0	930017.56640625	1091290.55078125	851352.68359375	993055.4921875	1162273.890625	1082547.515625	768897.21484375	1009324.51953125	781209.3564453125	755665.6796875
GL03_TAG	TGOTheo_53:2	NH4 1	876.83783	0.68	0.72	1093333.4140625	673923.296875	806488.4921875	0	399004.76953125	678334.703125	310209.126953125	881391.4296875	594971.732421875	606444.0625	559377.9453125	1044700.9296875	468978.984375	441252.71875
GL03_TAG	TGOTheo_53:3	NH4 1	874.8222	0.68	0.73	0	0	0	0	0	0	0	0	0	326760.91796875	0	247235.8662109375	0	0
GL03_TAG	TGOTheo_53:4	NH4 1	872.80652	0.68	0.68	0	0	0	0	250985.447265625	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_53:6	NH4 1	868.77527	0.66	0.66	0	296707.0546875	0	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_54:0	NH4 1	894.88477	0.68	0.71	0	0	937549.666015625	0	888809.0703125	505901.07421875	253045.056640625	317480.6171875	0	267829.66357421875	450972.310546875	0	0	0
GL03_TAG	TGOTheo_54:1	NH4 1	892.86914	0.68	0.69	3707658.4296875	4451345.625	4332906.015625	5707394.21875	7322861.9375	6752848.515625	2674038.1640625	3103311.7578125	3162964.6484375	3536990.546875	3623077.4921875	3280557.87890625	778178.33203125	624614.943359375
GL03_TAG	TGOTheo_54:2	NH4 1	890.85352	0.68	0.71	5176542.328125	6788585.625	5885397.265625	9587212.46875	13224150.3125	11549599.375	3829663.625	4933154.59375	5192994.96875	4680593.296875	5126618.53125	4424534.1171875	644414.921875	514909.9462890625
GL03_TAG	TGOTheo_54:3	NH4 1	888.83783	0.66	0.68	4739014.21875	5560246.984375	4713649.0625	10181102.1875	12474001.0625	10898325.25	2809481.109375	2956295.65625	2643806.859375	3101104.03125	3009284.84375	0	0	0
GL03_TAG	TGOTheo_54:4	NH4 1	886.8222	0.66	0.68	4107621.625	4685675.96875	4974238.796875	6758629.0	9185326.5625	7953680.125	0	1031916.171875	1007985.875	1283355.4609375	978840.140625	1373017.78125	0	0
GL03_TAG	TGOTheo_54:5	NH4 1	884.80652	0.66	0.68	4949553.84375	6436335.34375	6410123.15625	4471764.25	4765835.5625	4154190.25	592861.90625	586521.1328125	692525.0625	1136088.51953125	848903.296875	970181.6640625	0	0
GL03_TAG	TGOTheo_54:6	NH4 1	882.79089	0.66	0.68	12059219.21875	15732773.625	16492610.4375	8684671.5	10266137.5	8787767.953125	784823.546875	1183163.796875	1039373.015625	1382506.953125	1049904.83984375	1066998.791015625	0	0
GL03_TAG	TGOTheo_54:7	NH4 1	880.77527	0.65	0.68	4796943.3125	5908500.375	6169592.375	3542849.5625	4448640.25	3936437.0	270576.46484375	318789.2890625	0	0	0	0	0	0
GL03_TAG	TGOTheo_54:8	NH4 1	878.75958	0.66	0.68	0	1118900.46875	905811.953125	0	0	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_55:1	NH4 1	906.88477	0.68	0.71	1086730.05859375	959885.234375	907479.2890625	0	0	1053659.14453125	528851.7846679688	816388.955078125	933369.51171875	946096.0556640625	657053.6455078125	681578.408203125	526952.66796875	534689.0849609375
GL03_TAG	TGOTheo_55:2	NH4 1	904.86914	0.68	0.71	744869.296875	959709.8359375	1119995.2109375	0	0	794040.8203125	633534.5625	0	708601.4609375	0	737629.84375	808597.6875	530067.8046875	386633.37890625
GL03_TAG	TGOTheo_55:3	NH4 1	902.85352	0.68	0.71	0	0	0	0	440196.109375	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_55:5	NH4 1	898.8222	0.65	0.66	0	0	0	0	0	345053.046875	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_55:6	NH4 1	896.80652	0.65	0.68	575707.158203125	0	982586.7421875	0	389916.30859375	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_55:7	NH4 1	894.79089	0.65	0.68	0	908621.46875	936122.640625	0	389626.416015625	0	0	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_56:0	NH4 1	922.91608	0.68	0.71	0	0	0	0	0	0	139664.2626953125	0	0	0	0	0	0	0
GL03_TAG	TGOTheo_56:1	NH4 1	920.90045	0.68	0.71	2867599.328125	3011631.2578125	3164671.8984375	2373650.8359375	4836032.59375	3830859.50390625	1748185.640625	1698275.7421875	1760833.654296875	1791442.59765625	1976258.15625	1671475.265625	0	584487.8046875
