Class,PCCL3Ctrl,PCCL3Ctrl,PCCL3Ctrl,PCCL3TSH0,PCCL3TSH0,PCCL3TSH0,PCCL3TSH24,PCCL3TSH24,PCCL3TSH24,PCCL3TSH48,PCCL3TSH48,PCCL3TSH48
GP01_PC,19716309.25,18363997.25,18859350.25,23293430.5,24859645.625,23193369.0,14948550.5,14711285.0,26416196.75,9502164.875,13516337.375,13725411.875
GP01_PC,12032829.625,10567437.875,12460755.5,28510152.640625,27084564.1875,28966122.8125,5020059.84375,5243439.3125,9470231.5,2725971.40625,2923300.28125,2869044.84375
GP01_PC,10723556.5,9804570.46875,11478061.71875,22046942.5,24089195.75,26552727.3125,6974295.5,6854324.3125,14865749.0,2559720.10546875,3978303.78125,3508397.03125
GP01_PC,39387646.5625,35645699.9375,37215823.8125,32263478.5625,37742219.75,34982067.65625,24013412.625,24068501.09375,41042573.875,18716897.125,24584315.03125,25233187.625
GP01_PC,7233486.96875,6789942.546875,7579801.453125,11162362.765625,11085158.40625,12272004.46875,2300003.24609375,2891350.7421875,5142734.25,822237.27734375,1168842.5556640625,1284245.03125
GP01_PC,6193788.3203125,6427479.71875,7268180.546875,15685320.0,15104461.65625,17117382.625,2766753.2578125,3228930.8359375,4913674.09375,1143908.734375,1552376.890625,1343817.8125
GP01_PC,4643723.0625,3282029.5859375,4004379.3125,3706370.0234375,4014050.6015625,3875322.671875,3394947.78125,3207488.21875,5845052.5625,1880439.734375,2836697.453125,2763669.0859375
GP01_PC,38007402.4375,28922737.875,34274384.625,25439313.625,26150499.375,25892997.6875,29253197.6875,28774425.625,47541459.5,21777498.75,30527346.875,29184107.625
GP01_PC,38876236.125,31941597.8125,35385769.125,25115479.375,26320142.8125,25770358.0625,23640770.8125,24567225.6875,36623152.625,20091867.9375,28015378.0625,26387260.625
GP01_PC,1262923.65625,915164.96875,773437.1009114584,1224954.03125,1667647.40625,1433425.578125,872326.234375,894996.6015625,1761038.796875,492022.51953125,770185.796875,603199.05859375
GP01_PC,21420118.125,19426503.5,21388585.375,11857310.0625,11926305.03125,12486838.125,10690680.90625,12066638.46875,18447746.6875,11329144.03125,16046729.03125,15816380.625
GP01_PC,33923296.375,30188372.75,32923967.25,40183477.75,41974308.75,42692034.5,22481010.0625,21613553.1875,40380144.375,15153863.015625,20296784.8125,21223060.75
GP01_PC,21561949.75,20730795.6875,20252123.5,50463533.875,47624287.25,50129982.375,14728308.5,14630956.25,27156017.5,8001489.515625,9958291.375,10122170.25
GP01_PC,4410685.75,4186280.1875,4330077.625,2800530.8125,3736321.65625,3687846.09375,1148589.078125,1443107.28125,1295848.1796875,415826.84765625,611017.15625,579111.828125
GP01_PC,10802094.78125,10123257.1875,10409751.71875,8889415.40625,9010223.359375,9439408.59375,5642417.8125,6276382.671875,9683848.15625,4796482.046875,6929185.390625,6579445.421875
GP01_PC,21968161.65625,20391385.3125,22085932.8125,27935828.15625,29080309.1875,30948539.9375,14568835.0,15802375.125,27813199.75,9565345.21875,13460722.1875,12267818.5
GP01_PC,13269016.546875,12314098.0,13146615.25,29229775.375,31024330.0625,31595114.25,10189935.75,10475139.25,19938826.5,6076578.4375,7814520.875,8017596.625
GP01_PC,13059243.125,10993225.34375,11821970.28125,30935724.6875,30648214.875,31943213.0625,9614981.25,9973840.953125,18915472.90625,5032970.375,6957773.7421875,6818790.34375
GP01_PC,9920216.9375,9012367.796875,9659034.375,16400023.0,16254879.0,17608173.0,3890896.0,4455279.4140625,7314233.25,1463072.0625,2078782.59375,2145300.21875
GP01_PC,1919487.58984375,1847631.47265625,2159169.921875,1375693.625,1391850.443359375,1427667.0693359375,1287434.515625,1379122.298828125,2221979.15625,809749.65234375,1116697.625,1104038.912109375
GP01_PC,5674950.390625,5335763.96875,5149883.40625,7488768.21875,7815364.78125,7385710.109375,4388647.25,4997831.40625,7860631.1953125,2734074.578125,3540519.859375,3684861.40234375
GP01_PC,5071471.3515625,4607611.421875,4982618.0,10376921.953125,11229075.28125,11710385.8125,4863330.15625,4876259.234375,9158565.78125,2156044.845703125,3551735.078125,3351597.9375
GP01_PC,3212160.625,2607336.34375,3031093.96875,6562784.75,6799483.5,7429720.25,2206307.9375,2823072.609375,4109675.1875,1013655.0390625,1300627.140625,1142734.203125
GP01_PC,3887889.984375,3185388.8125,3251629.75,10777375.71875,10925850.4375,11734563.375,3956754.9140625,3673669.90625,7792917.0,1873302.5625,2300502.78515625,2172414.75
GP01_PC,5335652.6875,4518137.7265625,5673191.640625,6625678.625,7166124.75,7275340.3125,2363113.69921875,2460239.3203125,3402689.34375,793320.740234375,1041649.474609375,1032258.8046875
GP01_PC,2260037.734375,1432396.42578125,1947975.734375,2294375.9453125,2502006.587890625,2548845.265625,905384.697265625,870330.1875,1662270.1044921875,287322.20947265625,287322.20947265625,287322.20947265625
GP01_PC,1142187.515625,1021624.78125,1044817.578125,3319114.09375,3493319.0625,3754248.4375,459891.578125,611610.765625,1277948.75,231020.22265625,367823.89453125,286293.9970703125
GP01_PC,1262923.65625,915164.96875,773437.1009114584,1224954.03125,1667647.40625,1433425.578125,872326.234375,894996.6015625,1761038.796875,492022.51953125,770185.796875,603199.05859375
GP01_PC,2880634448.0,2433012096.0,2618356200.0,2822310352.0,2784725248.0,2890930392.0,2409671112.0,2380764000.0,3588324832.0,1585680368.0,2166346560.0,2046385496.0
GP01_PC,597546.546875,520492.849609375,488534.2182617188,543082.9453125,587498.4873046875,631914.029296875,620241.21484375,620241.21484375,620241.21484375,231713.13671875,387844.9575195313,375784.44140625
GP01_PC,76932286.125,100612984.25,58935963.5,129927127.25,134372507.5,123666345.75,92333752.25,84191974.125,138003516.5,65760154.0,89505076.0,90981913.5
GP01_PC,174993513.5,209406056.0,117426993.5,265558051.5,268348738.5,250169997.5,208013096.0,175904723.0,350238763.0,135628726.75,196248247.5,191884920.0
GP01_PC,11645585.3828125,7384565.76953125,9509321.9375,6871890.908203125,7146035.384765625,6215584.26953125,17788839.6015625,15227199.0546875,33683461.09375,7218767.87890625,10625485.6953125,9665125.42578125
GP01_PC,24540273.046875,17177763.640625,24382985.1875,13771609.734375,15114838.3203125,12836865.46875,26104008.71875,24033416.125,50071595.25,12597443.1015625,19321371.015625,17411641.75
GP01_PC,22616813.0,18451070.0,19682106.25,16354761.25,16859877.125,16363258.5,19571322.0,19509270.125,36203945.0,17139403.625,26267820.25,23528928.375
GP01_PC,2051055.09375,1970109.1328125,1889163.171875,1536928.84375,1125288.53125,1331108.6875,1684855.6484375,2127719.546875,2775755.0625,1821153.375,2627539.421875,2753679.546875
GP01_PC,1391974.296875,1066238.19921875,740502.1015625,908342.16796875,908342.16796875,908342.16796875,1103779.65625,1750099.8828125,2810019.21875,1168303.7641601562,1191864.3950195312,1559281.412109375
GP01_PC,3023498.755859375,3756673.919921875,1877441.35546875,4062399.6015625,3584575.8125,3273539.583984375,2696301.7109375,2236560.216796875,5516369.3203125,2155021.208984375,2945664.435546875,2967961.283203125
GP02_PE,163673660.5,127193658.0,136180128.0,114967786.5,119001982.5,113237219.25,202825158.0,184652093.5,259883077.5,135472599.25,165220937.0,160164958.0
GP02_PE,144252925.0,130860032.5,137427877.5,131992849.75,136708736.5,133884213.25,141627638.5,133592849.25,173891786.5,106584061.25,125712505.0,122068173.0
GP02_PE,1200380.78515625,969680.32421875,1021509.982421875,599968.869140625,631693.517578125,615831.193359375,1558391.87109375,1284281.375,2043745.1875,898548.216796875,1098905.5556640625,1299262.89453125
GP02_PE,192231293.0,168980570.0,168875004.0,150782144.0,157208098.0,150030314.0,166927518.0,161149858.0,240778412.0,179357518.0,213386166.0,205017114.0
GP02_PE,4758745.625,3541222.6875,3680460.5,2664494.59375,2856839.96875,2657893.84375,5902449.4375,5483804.125,8368360.125,6866446.0,8033403.75,7630619.4375
GP02_PE,69495641.0,52853827.5,55996304.0,38578181.5,41121492.5,37998618.5,92487028.0,84261545.0,129628990.0,101148095.0,120339614.0,116827555.0
GP02_PE,39622517.0,36556988.0,35095979.5,31753420.5,33333218.0,31564905.5,40120918.5,38540026.0,57660741.0,39435278.0,46760512.5,44534539.5
GP02_PE,30207040.25,26733653.875,25766099.1875,36895438.875,36235753.75,35749640.0,39542597.0,35992359.375,58157678.125,17392499.1875,20075789.625,19780672.4375
GP02_PE,11401143.390625,10174348.75,9720777.25,12992315.875,12384930.625,12257827.5,12353185.6875,11727669.875,18772868.25,5244795.625,6151594.75,5803280.1875
GP02_PE,15480364.25,12655728.0703125,13059776.125,14584352.5,14513668.125,13850381.375,17929422.75,16207677.75,25331647.5,10151765.25,11658492.125,11314062.0
GP02_PE,5404048.0,2716773.28125,2984546.0625,1933447.640625,2174021.71875,1951374.578125,11183578.25,9731976.125,16292660.0,12457052.875,15347180.0,14850875.25
GP02_PE,72450667.0,67837421.25,63864757.65625,71308882.0,70417712.0,67941801.9375,61916738.0,62287500.0,95558870.0,40815591.78125,46031053.0,44210965.0
GP02_PE,44498876.75,45832842.5,42353013.375,57174558.625,58517997.0,55894259.5,52677336.0,52784077.125,70209663.625,51703810.625,57919286.5,55900898.75
GP02_PE,16317142.71875,16004119.5,16550075.375,17974010.8125,18481835.375,17983998.875,15038778.46875,15030506.625,18316961.46875,13370561.46875,15432245.28125,14124365.90625
GP02_PE,26096445.75,27525259.125,25256431.5625,35637501.375,36690347.75,34914750.0,25649514.3125,25791767.125,31709662.75,29623164.75,32612086.375,31913717.5
GP02_PE,11733834.6875,12849922.25,13196250.28125,16241784.1875,17062544.34375,16613958.625,10627999.5,10642771.78125,11602684.59375,9787508.28125,10950297.34375,10587264.0625
GP02_PE,1762481.0546875,1401090.20703125,1453817.8828125,1341217.0859375,1550539.28515625,1306893.16796875,1048468.873046875,1174864.265625,1055489.4208984375,1043604.8359375,1199775.126953125,862881.453125
GP02_PE,2003033.3359375,1996748.03515625,1926649.6953125,1510955.45703125,1649122.5,1306979.890625,1333287.046875,1483787.5625,2109478.859375,943482.16796875,975891.9716796876,1056675.90234375
GP02_PE,4197699.921875,3633321.5,4037487.0234375,2039829.28515625,2210949.7265625,2038041.57421875,2798572.0703125,2681633.21875,3338341.109375,1434059.74609375,1737217.99609375,1687225.83203125
GP02_PE,1383110.79296875,1294839.625,1319132.2734375,1280454.49609375,1309013.255859375,1295899.5546875,1435248.005859375,1288456.98828125,1581008.296875,1006697.640625,1234891.6015625,1048013.0859375
GP02_PE,43370147.875,23081672.09375,26920624.9375,18187853.96875,19307126.8125,17416409.5625,81893066.875,72431865.625,112234705.0,50296256.125,63105284.625,61997229.375
GP02_PE,563605.42578125,334654.1726074219,403916.3203125,324262.041015625,284729.3671875,285111.951171875,1066782.5859375,975714.4609375,1113221.25,870912.9140625,855123.4765625,829081.6875
GP02_PE,492276.75,387002.462890625,281728.17578125,392576.3588867188,468546.6987304688,420575.462890625,1767359.6015625,1353216.369140625,2186686.94921875,699822.0234375,1029888.3828125,940146.583984375
GP02_PE,566283.98828125,837573.9458007812,371038.9130859375,1009038.1875,1057130.1796875,992728.79296875,637791.9482421875,637791.9482421875,637791.9482421875,507354.345703125,656567.712890625,609362.1357421875
GP02_PE,2150053.92578125,1673208.96484375,1936316.35546875,881081.982421875,980998.173828125,876544.552734375,1981795.796875,2078311.74609375,2772191.875,1141095.8125,1359334.5234375,1308630.716796875
GP02_PE,1424059.0390625,1150101.27734375,1244343.3818359375,1130055.6865234375,1180448.71875,1082562.7890625,1846567.4765625,1684580.6796875,2205563.7265625,1223262.4775390625,1458406.46875,1532367.994140625
GP02_PE,1090803.1171875,1844592.1640625,897185.1416015625,2210954.453125,2087462.30078125,1871382.015625,1228856.806640625,1146868.68359375,1299122.853515625,1197842.31640625,1180548.00390625,1315540.19921875
GP02_PE,2627386.09375,2534074.46875,2480041.96875,1199935.59375,1134297.34375,1083432.375,1823141.140625,1701354.28125,2294866.8125,1486419.859375,1617419.09375,1674986.890625
GP02_PE,6471160.5,5481101.0,5771605.21484375,2934227.75,2851137.15625,2880111.25,3835958.75,3883565.34375,5273427.6875,2102932.8125,2348973.375,2335146.71875
GP02_PE,742826.73828125,560000.7900390625,585936.056640625,468337.12109375,779352.33984375,410952.193359375,391904.015625,391751.80859375,713508.421875,217384.53125,231731.279296875,246078.02734375
GP02_PE,1538144.6640625,1446239.4375,1463204.1015625,1066048.2734375,1031185.7265625,912952.2265625,1296945.1796875,1064963.5,2009031.2734375,589955.490234375,628115.8671875,591597.37890625
GP02_PE,68388590.875,60541879.0,60146854.125,81581898.0,75875857.0,74379871.5,72006947.0,77119236.0,107860842.0,55669629.875,65040560.125,60654295.0
GP02_PE,38648843.5,39878845.0625,38394767.5,26726341.5,27144654.75,25446828.5,23298405.5,24905004.75,34052163.0,13421040.625,15080866.25,14308732.75
GP02_PE,1008020.890625,884731.8984375,1010311.57421875,1170201.40234375,872634.375,905262.0234375,763406.662109375,870730.828125,817068.7451171875,307311.501953125,557573.17578125,432442.3388671875
GP02_PE,14413959.5,13114449.484375,12399143.6484375,22148093.34375,22806268.5625,22042659.984375,17452033.25,17202272.5625,24822587.5,17403046.6796875,19030792.53125,18695182.71875
GP02_PE,15154665.6875,14123593.8125,13937907.1875,12865115.78125,13248895.25,12602979.625,11292531.375,12138927.71875,17203959.875,7110572.21875,7344216.375,7037207.875
GP02_PE,689517.5703125,555359.54296875,636282.578125,711717.390625,752802.984375,734143.0234375,835844.453125,823347.578125,1368550.28125,526981.0859375,533403.98046875,583042.9140625
GP02_PE,10233864.6875,8584935.25,8267978.25,12770916.8515625,13203816.6171875,12494915.5,11816876.125,10574481.875,16965368.34375,9640480.6640625,11400174.359375,11139147.0390625
GP02_PE,6401722.125,5953621.3125,5716555.6875,10163605.375,9658108.625,9639533.921875,7179304.25,7032854.8984375,11117370.625,4778621.91015625,5348235.54296875,5035602.75
GP02_PE,362245.41796875,487931.15625,380559.91796875,517827.421875,571144.953125,527561.171875,344470.9609375,402409.97265625,567293.1328125,217861.75,217861.75,217861.75
GP02_PE,3391321.3203125,3087358.6953125,3230442.546875,3175863.734375,3186666.46484375,3032375.40625,3061459.9296875,3057486.984375,3049965.8671875,3986789.5546875,4117229.7890625,4295852.6328125
GP02_PE,4659153.375,4571403.453125,3741391.375,4916776.046875,5321305.7734375,5008736.0234375,4943273.1484375,4502369.6640625,6501497.21875,3879102.0390625,4433929.140625,4396892.03125
GP02_PE,2669132.48828125,2311175.78125,2279387.625,3075433.5,3224027.0625,2926604.66796875,3079022.21875,3167274.0703125,3973560.796875,3410232.71875,3723383.6875,3665096.75
GP02_PE,4579867.28125,4492801.0,4199776.9921875,4138176.75,4370096.640625,4106257.90625,3666800.4140625,3449664.796875,5051132.78125,2305543.87109375,2547626.21875,2679662.6875
GP02_PE,2891817.90625,2423441.28125,2368210.33203125,2367594.875,2415221.369140625,2414220.1875,2157008.1328125,2195749.1171875,3305301.0703125,1320530.650390625,1505965.765625,1438627.9375
GP02_PE,6711421.953125,6093945.3515625,6026397.71875,4333647.5625,5237023.421875,4675285.859375,4656140.0,5378191.0,6591894.09375,2404764.65625,2878581.25,2833782.8125
GP02_PE,856841.912109375,899704.86328125,813978.9609375,1257595.3671875,1257595.3671875,1257595.3671875,1032870.4140625,1234750.484375,1436630.5546875,499409.3359375,499409.3359375,499409.3359375
GP02_PE,57479285.5,52144768.84375,50172599.0,74698439.0,78148094.25,73269961.6875,51790621.0,50696257.0,79927461.75,40558666.0,45374128.0,45386232.0
GP02_PE,2998869.25,2636738.5859375,2817803.91796875,952096.48046875,952096.48046875,952096.48046875,2045744.703125,2098261.1953125,2348749.28125,2112614.48828125,2679945.5078125,2413691.6171875
GP02_PE,49363677.15625,46790852.5,44041843.5,63989628.0,66555856.0,61297371.0,54999401.0,53882981.5,89680894.0,55358496.5,62309147.0,60917695.0
GP02_PE,44005573.28125,44707918.5,43882182.1875,47547220.5,47710567.5,45173406.0,26730661.75,29107256.5,41853849.0,16856425.75,19051584.5,18431339.75
GP02_PE,1807778.748046875,1798466.220703125,1835368.62890625,935758.5625,1012900.974609375,1004827.26953125,1015494.8662109376,1033346.546875,1318732.14453125,844299.92578125,911570.7690429688,878249.640625
GP02_PE,859064.380859375,1018351.296875,954062.87109375,816581.0634765625,913573.7421875,865077.4028320312,783748.046875,831791.0625,909302.453125,660157.783203125,864419.25390625,789326.70703125
GP02_PE,3029784.3125,2952975.8125,2737037.90625,2839384.78125,2873889.875,2795502.03125,3382868.40625,3171932.40625,4749700.875,4887937.1875,5567114.0,5389125.8125
GP02_PE,6745197.640625,6696282.421875,7649102.046875,2297581.98828125,2467019.0234375,2014070.28125,4005931.265625,4207508.1953125,4761230.359375,4939527.453125,5608420.578125,5135611.40625
GP02_PE,107319977.0,113988395.25,111417667.25,79872765.25,82433430.0,77091047.25,78080354.875,81534612.5,97431876.25,71475946.125,83546154.25,77889668.75
GP02_PE,6948111.5,7476090.984375,7787525.5,3865747.21875,3959429.734375,3421021.4375,3789380.640625,4041814.453125,4493995.96875,4373422.0,5345740.234375,4690704.6875
GP02_PE,77958860.75,82596987.75,78536306.5,65028024.75,68186305.375,63263704.0,65888188.625,69018058.5,77821567.75,62568046.75,68405856.375,65139978.125
GP02_PE,64035838.0,55376954.5,52798425.5,75010778.0,77771440.0,77424377.21875,65185162.0,63768194.0,94642633.0,60565325.0,67393965.0,66748968.0
GP02_PE,2529146.298828125,2956229.00390625,2853832.515625,1870212.25,1841816.822265625,1596119.107421875,1253754.3857421875,1433746.8525390625,1363302.125,548088.5927734375,794598.4736328125,697824.728515625
GP02_PE,991758.05859375,1083801.1879882812,1051867.408203125,657355.255859375,648165.0712890625,611692.1284179688,691001.9287109375,779185.4936523438,867369.05859375,566229.9482421875,630248.4892578125,598239.21875
GP02_PE,72287742.0,76171007.0,70983878.0,76171455.5,80107878.0,67552310.0,63869026.0,65294668.0,93348871.0,69590787.0,79950915.0,89246894.0
GP02_PE,52917428.5,57262881.0,52331825.0,61599437.0,63890026.0,57254543.0,49899855.0,52248835.5,69083380.0,50795986.0,55615110.0,54540930.0
GP02_PE,2481505.765625,2908723.8515625,2886045.40625,1878992.7734375,1998578.578125,2077860.58984375,1543070.265625,1842921.9296875,1719349.0703125,1518960.1796875,1798361.453125,1666604.33984375
GP02_PE,28785483.375,31350533.25,30747822.3125,26684077.8125,29614556.1875,28234284.6875,28167883.0,28533523.875,29548096.625,26219140.4375,27098734.375,27052839.0
GP02_PE,22543632.625,19813016.25,19190652.375,30647350.5,32903808.5,30999012.0,25296781.25,23949795.0,36915231.5,19807084.0,22283640.5,21045362.25
GP02_PE,1091851.51953125,1391257.44140625,1379868.265625,610585.935546875,598579.28125,367778.48046875,337487.22265625,567651.619140625,681320.291015625,270221.70703125,261651.9453125,253082.18359375
GP02_PE,722640.53125,908520.287109375,884647.494140625,742076.3510742188,750654.3828125,545986.1279296875,674984.330078125,720273.0224609375,876557.408203125,691280.3076171875,725644.328125,656916.287109375
GP02_PE,31977702.25,31591268.0,29320428.5,40428581.5,42692182.75,46888958.25,33490358.5,33001995.5,44172335.125,30098497.0,34185240.875,32141868.9375
GP02_PE,13599275.75,13254998.4375,12403556.3515625,18668508.5,18668508.5,18668508.5,14937601.0,13876655.25,20663627.5,11516530.9375,11516530.9375,11516530.9375
GP02_PE,35145252.5,33537135.5,33026491.78125,57027836.0,57062931.5,54888522.125,32477115.5,32095823.0,52069895.5,24192123.0,27585999.75,26547093.75
GP02_PE,26565678.75,27509212.75,26008237.5,22171020.25,23878989.25,21730908.0,26358294.25,26479350.0,38216605.0,33810343.0,40104596.0,39131774.0
GP02_PE,121543693.25,124714070.0,120956952.75,107473288.0,113975162.0,108102304.0,105049617.5,103106644.75,133103305.25,95424300.5,112850948.5,109205103.25
GP02_PE,17467989.5625,17188073.9375,16412473.96875,14785663.5390625,14752362.265625,14722322.5625,9983846.890625,10700449.6328125,15239153.0,5753453.33203125,6879741.9453125,6488107.16015625
GP02_PE,26458498.25,27734934.25,25600886.0,46996463.0,47062202.5,45341466.5,20097199.75,21256049.5,34276548.75,17801896.25,19930125.5,19214304.375
GP02_PE,57479285.5,52144768.84375,50172599.0,74698439.0,78148094.25,73269961.6875,51790621.0,50696257.0,79927461.75,40558666.0,45374128.0,45386232.0
GP02_PE,107319977.0,113988395.25,111417667.25,79872765.25,82433430.0,77091047.25,78080354.875,81534612.5,97431876.25,71475946.125,83546154.25,77889668.75
GP02_PE,45253381.75,44236764.0,43483851.625,54939928.0,56093591.75,54741226.0,32005011.125,31949128.625,46952966.25,20378961.125,24428075.375,22403518.25
GP02_PE,21304385.0625,18125045.71875,18880255.5625,12157795.25,13508892.625,12419378.71875,25202993.1875,23331082.5,33621987.5,27355601.09375,32479379.125,31256058.0
GP02_PE,1807778.748046875,1798466.220703125,1835368.62890625,935758.5625,1012900.974609375,1004827.26953125,1015494.8662109376,1033346.546875,1318732.14453125,844299.92578125,911570.7690429688,878249.640625
GP02_PE,859064.380859375,1018351.296875,954062.87109375,816581.0634765625,913573.7421875,865077.4028320312,783748.046875,831791.0625,909302.453125,660157.783203125,864419.25390625,789326.70703125
GP02_PE,2998869.25,2636738.5859375,2817803.91796875,952096.48046875,952096.48046875,952096.48046875,2045744.703125,2098261.1953125,2348749.28125,2112614.48828125,2679945.5078125,2413691.6171875
GP02_PE,3029784.3125,2952975.8125,2737037.90625,2839384.78125,2873889.875,2795502.03125,3382868.40625,3171932.40625,4749700.875,4887937.1875,5567114.0,5389125.8125
GP02_PE,231626.9033203125,233829.3203125,229424.486328125,288528.90234375,289916.806640625,321162.8125,258875.61328125,258875.61328125,258875.61328125,297412.890625,215343.416015625,291118.28515625
GP02_PE,2529146.298828125,2956229.00390625,2853832.515625,1870212.25,1841816.822265625,1596119.107421875,1253754.3857421875,1433746.8525390625,1363302.125,548088.5927734375,794598.4736328125,697824.728515625
GP02_PE,991758.05859375,1083801.1879882812,1051867.408203125,657355.255859375,648165.0712890625,611692.1284179688,691001.9287109375,779185.4936523438,867369.05859375,566229.9482421875,630248.4892578125,598239.21875
GP02_PE,6745197.640625,6696282.421875,7649102.046875,2297581.98828125,2467019.0234375,2014070.28125,4005931.265625,4207508.1953125,4761230.359375,4939527.453125,5608420.578125,5135611.40625
GP02_PE,72287742.0,76171007.0,70983878.0,76171455.5,80107878.0,67552310.0,63869026.0,65294668.0,93348871.0,69590787.0,79950915.0,89246894.0
GP02_PE,49363677.15625,46790852.5,44041843.5,63989628.0,66555856.0,61297371.0,54999401.0,53882981.5,89680894.0,55358496.5,62309147.0,60917695.0
GP02_PE,19499425.0,23522688.0,22392313.5,11949356.25,12509128.875,11105502.875,7455856.5625,9351151.875,13314081.9375,4366296.4375,4926986.75,4789810.0625
GP02_PE,6948111.5,7476090.984375,7787525.5,3865747.21875,3959429.734375,3421021.4375,3789380.640625,4041814.453125,4493995.96875,4373422.0,5345740.234375,4690704.6875
GP02_PE,77958860.75,82596987.75,78536306.5,65028024.75,68186305.375,63263704.0,65888188.625,69018058.5,77821567.75,62568046.75,68405856.375,65139978.125
GP02_PE,52917428.5,57262881.0,52331825.0,61599437.0,63890026.0,57254543.0,49899855.0,52248835.5,69083380.0,50795986.0,55615110.0,54540930.0
GP02_PE,121543693.25,124714070.0,120956952.75,107473288.0,113975162.0,108102304.0,105049617.5,103106644.75,133103305.25,95424300.5,112850948.5,109205103.25
GP02_PE,1579555.796875,1685944.171875,1517385.875,991100.390625,1018161.796875,985581.4375,982379.6171875,1016867.21875,1333856.3125,849295.6640625,929490.2578125,930065.3125
GP02_PE,35145252.5,33537135.5,33026491.78125,57027836.0,57062931.5,54888522.125,32477115.5,32095823.0,52069895.5,24192123.0,27585999.75,26547093.75
GP02_PE,1091851.51953125,1391257.44140625,1379868.265625,610585.935546875,598579.28125,367778.48046875,337487.22265625,567651.619140625,681320.291015625,270221.70703125,261651.9453125,253082.18359375
GP02_PE,722640.53125,908520.287109375,884647.494140625,742076.3510742188,750654.3828125,545986.1279296875,674984.330078125,720273.0224609375,876557.408203125,691280.3076171875,725644.328125,656916.287109375
GP02_PE,64035838.0,55376954.5,52798425.5,75010778.0,77771440.0,77424377.21875,65185162.0,63768194.0,94642633.0,60565325.0,67393965.0,66748968.0
GP02_PE,44005573.28125,44707918.5,43882182.1875,47547220.5,47710567.5,45173406.0,26730661.75,29107256.5,41853849.0,16856425.75,19051584.5,18431339.75
GP02_PE,2481505.765625,2908723.8515625,2886045.40625,1878992.7734375,1998578.578125,2077860.58984375,1543070.265625,1842921.9296875,1719349.0703125,1518960.1796875,1798361.453125,1666604.33984375
GP02_PE,28785483.375,31350533.25,30747822.3125,26684077.8125,29614556.1875,28234284.6875,28167883.0,28533523.875,29548096.625,26219140.4375,27098734.375,27052839.0
GP02_PE,31977702.25,31591268.0,29320428.5,40428581.5,42692182.75,46888958.25,33490358.5,33001995.5,44172335.125,30098497.0,34185240.875,32141868.9375
GP02_PE,13599275.75,13254998.4375,12403556.3515625,18668508.5,18668508.5,18668508.5,14937601.0,13876655.25,20663627.5,11516530.9375,11516530.9375,11516530.9375
GP02_PE,2230447.375,2738826.703125,2205169.1328125,1710838.6171875,1820716.6171875,1745761.5390625,1399750.625,1316360.90625,2315431.19140625,1044863.55859375,1024189.3828125,1307740.92578125
GP02_PE,330796.71826171875,322167.875,350767.90234375,348043.06640625,404563.9482421875,344826.876953125,292990.2939453125,399513.888671875,346252.09130859375,386698.1474609375,348053.5478515625,367375.84765625
GP02_PE,22543632.625,19813016.25,19190652.375,30647350.5,32903808.5,30999012.0,25296781.25,23949795.0,36915231.5,19807084.0,22283640.5,21045362.25
GP02_PE,17467989.5625,17188073.9375,16412473.96875,14785663.5390625,14752362.265625,14722322.5625,9983846.890625,10700449.6328125,15239153.0,5753453.33203125,6879741.9453125,6488107.16015625
GP02_PE,26565678.75,27509212.75,26008237.5,22171020.25,23878989.25,21730908.0,26358294.25,26479350.0,38216605.0,33810343.0,40104596.0,39131774.0
GP02_PE,2091890.8984375,1967810.03125,1948179.28125,2341397.6328125,2514657.78125,1994447.0,2031235.0078125,1740719.125,2916353.265625,1430250.1484375,1581298.484375,1496518.875
GP02_PE,3029784.3125,2952975.8125,2737037.90625,2839384.78125,2873889.875,2795502.03125,3382868.40625,3171932.40625,4749700.875,4887937.1875,5567114.0,5389125.8125
GP02_PE,354619.734375,345247.52734375,386711.279296875,674415.1328125,602795.1953125,602135.1875,316293.033203125,314745.94921875,453500.36328125,197069.05078125,232660.7041015625,229501.416015625
GP02_PE,79307938.875,119216971.0,61452001.125,140972749.25,152547430.0,134014991.0,98045100.75,86205214.75,138095855.0,71616597.75,90569019.0,95894994.25
GP02_PE,613041.54296875,512081.8828125,507590.71484375,393015.796875,449542.685546875,402629.4375,686501.9765625,675952.0390625,1060899.625,802195.53125,938382.40625,913174.0234375
GP02_PE,965123.875,847865.2109375,947495.9765625,1186117.5546875,1088505.1875,1006713.25,838905.0,813947.8359375,1215838.203125,630793.859375,740557.6328125,632195.84375
GP02_PE,1217358.65625,1109667.53125,1120350.0,1529942.453125,1545412.578125,1504945.59375,770187.546875,956586.6015625,1564251.421875,535761.234375,538830.1953125,552005.734375
GP02_PE,411296.05859375,552087.1328125,510552.755859375,726410.53125,816655.41015625,712602.86328125,496980.095703125,496980.095703125,496980.095703125,218848.9736328125,218848.9736328125,218848.9736328125
GP02_PE,1322336.1806640625,1066630.109375,1357688.6015625,595865.49609375,840114.734375,717990.115234375,2721208.7109375,2393288.609375,2557248.66015625,875818.77734375,1167036.4453125,993949.2578125
GP02_PE,1929842.1796875,1371752.65625,1662255.5546875,805723.8515625,890849.26953125,773325.09375,3332944.359375,3022317.953125,2588378.875,2532958.640625,3069516.0625,2781992.8671875
